CÓDIGO PRINCIPAL,DESCRIPCIÓN DIAGNÓSTICO PRINCIPAL,CÓDIGO SECUNDARIO,DESCRIPCIÓN DIAGNÓSTICO SECUNDARIO,RATIO
O9A,"Neoplasias malignas, lesiones traumáticas y maltrato de la madre clasificadas bajo otros conceptos pero que complican el embarazo, parto y puerperio",O29,Complicaciones de anestesia en el embarazo,1.0581395349
Q75,Otras malformaciones congénitas del cráneo y de los huesos de la cara,M48,Otras espondilopatías,1.0426356589
Q75,Otras malformaciones congénitas del cráneo y de los huesos de la cara,M50,Trastornos de disco cervical,1.0697674419
Q75,Otras malformaciones congénitas del cráneo y de los huesos de la cara,M51,"Trastornos de disco intervertebral dorsal, dorsolumbar y lumbosacro",1.0697674419
Q76,Malformaciones congénitas de la columna vertebral y la caja torácica,M48,Otras espondilopatías,1.0426356589
Q76,Malformaciones congénitas de la columna vertebral y la caja torácica,M50,Trastornos de disco cervical,1.0697674419
Q76,Malformaciones congénitas de la columna vertebral y la caja torácica,M51,"Trastornos de disco intervertebral dorsal, dorsolumbar y lumbosacro",1.0697674419
Q77,Osteocondrodisplasia con defectos del crecimiento de los huesos largos y de la columna vertebral,M48,Otras espondilopatías,1.0426356589
Q77,Osteocondrodisplasia con defectos del crecimiento de los huesos largos y de la columna vertebral,M50,Trastornos de disco cervical,1.0697674419
Q77,Osteocondrodisplasia con defectos del crecimiento de los huesos largos y de la columna vertebral,M51,"Trastornos de disco intervertebral dorsal, dorsolumbar y lumbosacro",1.0697674419
Q78,Otras osteocondrodisplasias,M48,Otras espondilopatías,1.0426356589
Q78,Otras osteocondrodisplasias,M50,Trastornos de disco cervical,1.0697674419
Q78,Otras osteocondrodisplasias,M51,"Trastornos de disco intervertebral dorsal, dorsolumbar y lumbosacro",1.0697674419
Q79,"Malformaciones congénitas del aparato músculoesquelético, no clasificadas bajo otro concepto",M48,Otras espondilopatías,1.0426356589
Q79,"Malformaciones congénitas del aparato músculoesquelético, no clasificadas bajo otro concepto",M50,Trastornos de disco cervical,1.0697674419
Q79,"Malformaciones congénitas del aparato músculoesquelético, no clasificadas bajo otro concepto",M51,"Trastornos de disco intervertebral dorsal, dorsolumbar y lumbosacro",1.0697674419
R04,Hemorragia de las vías respiratorias,F93,Trastornos emocionales con inicio específico en la infancia,1.1317829457
R04,Hemorragia de las vías respiratorias,G47,Trastornos del sueño,1.1627906977
R04,Hemorragia de las vías respiratorias,M53,"Otras dorsopatías y las no especificadas, no clasificadas bajo otro concepto",1.0620155039
R04,Hemorragia de las vías respiratorias,M54,Dorsalgia,1.0620155039
R04,Hemorragia de las vías respiratorias,R40,"Somnolencia, estupor y coma",1.1627906977
R04,Hemorragia de las vías respiratorias,R41,Otros síntomas y signos que afectan a las funciones cognitivas y la conciencia,1.1627906977
R04,Hemorragia de las vías respiratorias,R42,Mareo y desvanecimiento,1.1627906977
R04,Hemorragia de las vías respiratorias,R44,Otros síntomas y signos que afectan a las sensaciones y percepciones generales,1.1627906977
R04,Hemorragia de las vías respiratorias,R50,Fiebre de otro origen y de origen desconocido,1.1627906977
R04,Hemorragia de las vías respiratorias,R53,Malestar y fatiga,1.1627906977
R04,Hemorragia de las vías respiratorias,R55,Síncope y colapso,1.1627906977
R04,Hemorragia de las vías respiratorias,R56,"Convulsiones, no clasificadas bajo otro concepto",1.1627906977
R04,Hemorragia de las vías respiratorias,R61,Hiperhidrosis generalizada,1.1627906977
R04,Hemorragia de las vías respiratorias,R68,Otros síntomas y signos generales,1.1627906977
R05,Tos,F93,Trastornos emocionales con inicio específico en la infancia,1.0813953488
R05,Tos,G47,Trastornos del sueño,1.1550387597
R05,Tos,M48,Otras espondilopatías,1.0930232558
R05,Tos,R40,"Somnolencia, estupor y coma",1.1550387597
R05,Tos,R41,Otros síntomas y signos que afectan a las funciones cognitivas y la conciencia,1.1550387597
R05,Tos,R42,Mareo y desvanecimiento,1.1550387597
R05,Tos,R44,Otros síntomas y signos que afectan a las sensaciones y percepciones generales,1.1550387597
R05,Tos,R50,Fiebre de otro origen y de origen desconocido,1.1550387597
R05,Tos,R53,Malestar y fatiga,1.1550387597
R05,Tos,R55,Síncope y colapso,1.1550387597
R05,Tos,R56,"Convulsiones, no clasificadas bajo otro concepto",1.1550387597
R05,Tos,R61,Hiperhidrosis generalizada,1.1550387597
R05,Tos,R68,Otros síntomas y signos generales,1.1550387597
R06,Alteraciones de la respiración,F93,Trastornos emocionales con inicio específico en la infancia,1.0813953488
R06,Alteraciones de la respiración,G47,Trastornos del sueño,1.1550387597
R06,Alteraciones de la respiración,M48,Otras espondilopatías,1.0930232558
R06,Alteraciones de la respiración,R40,"Somnolencia, estupor y coma",1.1550387597
R06,Alteraciones de la respiración,R41,Otros síntomas y signos que afectan a las funciones cognitivas y la conciencia,1.1550387597
R06,Alteraciones de la respiración,R42,Mareo y desvanecimiento,1.1550387597
R06,Alteraciones de la respiración,R44,Otros síntomas y signos que afectan a las sensaciones y percepciones generales,1.1550387597
R06,Alteraciones de la respiración,R50,Fiebre de otro origen y de origen desconocido,1.1550387597
R06,Alteraciones de la respiración,R53,Malestar y fatiga,1.1550387597
R06,Alteraciones de la respiración,R55,Síncope y colapso,1.1550387597
R06,Alteraciones de la respiración,R56,"Convulsiones, no clasificadas bajo otro concepto",1.1550387597
R06,Alteraciones de la respiración,R61,Hiperhidrosis generalizada,1.1550387597
R06,Alteraciones de la respiración,R68,Otros síntomas y signos generales,1.1550387597
R07,Dolor de garganta y de tórax,F93,Trastornos emocionales con inicio específico en la infancia,1.1317829457
R07,Dolor de garganta y de tórax,G47,Trastornos del sueño,1.1627906977
R07,Dolor de garganta y de tórax,M53,"Otras dorsopatías y las no especificadas, no clasificadas bajo otro concepto",1.0620155039
R07,Dolor de garganta y de tórax,M54,Dorsalgia,1.0620155039
R07,Dolor de garganta y de tórax,R40,"Somnolencia, estupor y coma",1.1627906977
R07,Dolor de garganta y de tórax,R41,Otros síntomas y signos que afectan a las funciones cognitivas y la conciencia,1.1627906977
R07,Dolor de garganta y de tórax,R42,Mareo y desvanecimiento,1.1627906977
R07,Dolor de garganta y de tórax,R44,Otros síntomas y signos que afectan a las sensaciones y percepciones generales,1.1627906977
R07,Dolor de garganta y de tórax,R50,Fiebre de otro origen y de origen desconocido,1.1627906977
R07,Dolor de garganta y de tórax,R53,Malestar y fatiga,1.1627906977
R07,Dolor de garganta y de tórax,R55,Síncope y colapso,1.1627906977
R07,Dolor de garganta y de tórax,R56,"Convulsiones, no clasificadas bajo otro concepto",1.1627906977
R07,Dolor de garganta y de tórax,R61,Hiperhidrosis generalizada,1.1627906977
R07,Dolor de garganta y de tórax,R68,Otros síntomas y signos generales,1.1627906977
R10,Dolor abdominal y pélvico,F40,Trastornos de ansiedad fóbica,1.003875969
R10,Dolor abdominal y pélvico,F41,Otros trastornos de ansiedad,1.003875969
R10,Dolor abdominal y pélvico,F42,Trastorno obsesivo-compulsivo,1.003875969
R10,Dolor abdominal y pélvico,F44,Trastornos disociativos y de conversión,1.003875969
R10,Dolor abdominal y pélvico,F45,Trastornos somatomorfos,1.003875969
R10,Dolor abdominal y pélvico,F48,Otros trastornos mentales no psicóticos,1.003875969
R10,Dolor abdominal y pélvico,F93,Trastornos emocionales con inicio específico en la infancia,1.2054263566
R10,Dolor abdominal y pélvico,F99,"Trastorno mental, no especificado de otro modo",1.003875969
R16,"Hepatomegalia y esplenomegalia, no clasificadas bajo otro concepto",F40,Trastornos de ansiedad fóbica,1.003875969
R16,"Hepatomegalia y esplenomegalia, no clasificadas bajo otro concepto",F41,Otros trastornos de ansiedad,1.003875969
R16,"Hepatomegalia y esplenomegalia, no clasificadas bajo otro concepto",F42,Trastorno obsesivo-compulsivo,1.003875969
R16,"Hepatomegalia y esplenomegalia, no clasificadas bajo otro concepto",F44,Trastornos disociativos y de conversión,1.003875969
R16,"Hepatomegalia y esplenomegalia, no clasificadas bajo otro concepto",F45,Trastornos somatomorfos,1.003875969
R16,"Hepatomegalia y esplenomegalia, no clasificadas bajo otro concepto",F48,Otros trastornos mentales no psicóticos,1.003875969
R16,"Hepatomegalia y esplenomegalia, no clasificadas bajo otro concepto",F93,Trastornos emocionales con inicio específico en la infancia,1.2054263566
R16,"Hepatomegalia y esplenomegalia, no clasificadas bajo otro concepto",F99,"Trastorno mental, no especificado de otro modo",1.003875969
R18,Ascitis,F40,Trastornos de ansiedad fóbica,1.003875969
R18,Ascitis,F41,Otros trastornos de ansiedad,1.003875969
R18,Ascitis,F42,Trastorno obsesivo-compulsivo,1.003875969
R18,Ascitis,F44,Trastornos disociativos y de conversión,1.003875969
R18,Ascitis,F45,Trastornos somatomorfos,1.003875969
R18,Ascitis,F48,Otros trastornos mentales no psicóticos,1.003875969
R18,Ascitis,F93,Trastornos emocionales con inicio específico en la infancia,1.2054263566
R18,Ascitis,F99,"Trastorno mental, no especificado de otro modo",1.003875969
R19,Otros síntomas y signos que afectan al aparato digestivo y el abdomen,F40,Trastornos de ansiedad fóbica,1.003875969
R19,Otros síntomas y signos que afectan al aparato digestivo y el abdomen,F41,Otros trastornos de ansiedad,1.003875969
R19,Otros síntomas y signos que afectan al aparato digestivo y el abdomen,F42,Trastorno obsesivo-compulsivo,1.003875969
R19,Otros síntomas y signos que afectan al aparato digestivo y el abdomen,F44,Trastornos disociativos y de conversión,1.003875969
R19,Otros síntomas y signos que afectan al aparato digestivo y el abdomen,F45,Trastornos somatomorfos,1.003875969
R19,Otros síntomas y signos que afectan al aparato digestivo y el abdomen,F48,Otros trastornos mentales no psicóticos,1.003875969
R19,Otros síntomas y signos que afectan al aparato digestivo y el abdomen,F93,Trastornos emocionales con inicio específico en la infancia,1.2054263566
R19,Otros síntomas y signos que afectan al aparato digestivo y el abdomen,F99,"Trastorno mental, no especificado de otro modo",1.003875969
R30,Dolor asociado a la micción,F40,Trastornos de ansiedad fóbica,1.2054263566
R30,Dolor asociado a la micción,F41,Otros trastornos de ansiedad,1.2054263566
R30,Dolor asociado a la micción,F42,Trastorno obsesivo-compulsivo,1.2054263566
R30,Dolor asociado a la micción,F44,Trastornos disociativos y de conversión,1.2054263566
R30,Dolor asociado a la micción,F45,Trastornos somatomorfos,1.2054263566
R30,Dolor asociado a la micción,F48,Otros trastornos mentales no psicóticos,1.2054263566
R30,Dolor asociado a la micción,F93,Trastornos emocionales con inicio específico en la infancia,1.3759689922
R30,Dolor asociado a la micción,F99,"Trastorno mental, no especificado de otro modo",1.2054263566
R30,Dolor asociado a la micción,M48,Otras espondilopatías,1.1240310078
R30,Dolor asociado a la micción,M50,Trastornos de disco cervical,1.3255813953
R30,Dolor asociado a la micción,M51,"Trastornos de disco intervertebral dorsal, dorsolumbar y lumbosacro",1.3255813953
R32,Incontinencia urinaria no especificada,F40,Trastornos de ansiedad fóbica,1.2054263566
R32,Incontinencia urinaria no especificada,F41,Otros trastornos de ansiedad,1.2054263566
R32,Incontinencia urinaria no especificada,F42,Trastorno obsesivo-compulsivo,1.2054263566
R32,Incontinencia urinaria no especificada,F44,Trastornos disociativos y de conversión,1.2054263566
R32,Incontinencia urinaria no especificada,F45,Trastornos somatomorfos,1.2054263566
R32,Incontinencia urinaria no especificada,F48,Otros trastornos mentales no psicóticos,1.2054263566
R32,Incontinencia urinaria no especificada,F93,Trastornos emocionales con inicio específico en la infancia,1.3759689922
R32,Incontinencia urinaria no especificada,F99,"Trastorno mental, no especificado de otro modo",1.2054263566
R32,Incontinencia urinaria no especificada,M48,Otras espondilopatías,1.1240310078
R32,Incontinencia urinaria no especificada,M50,Trastornos de disco cervical,1.3255813953
R32,Incontinencia urinaria no especificada,M51,"Trastornos de disco intervertebral dorsal, dorsolumbar y lumbosacro",1.3255813953
R33,Retención urinaria,F40,Trastornos de ansiedad fóbica,1.2054263566
R33,Retención urinaria,F41,Otros trastornos de ansiedad,1.2054263566
R33,Retención urinaria,F42,Trastorno obsesivo-compulsivo,1.2054263566
R33,Retención urinaria,F44,Trastornos disociativos y de conversión,1.2054263566
R33,Retención urinaria,F45,Trastornos somatomorfos,1.2054263566
R33,Retención urinaria,F48,Otros trastornos mentales no psicóticos,1.2054263566
R33,Retención urinaria,F93,Trastornos emocionales con inicio específico en la infancia,1.3759689922
R33,Retención urinaria,F99,"Trastorno mental, no especificado de otro modo",1.2054263566
R33,Retención urinaria,M48,Otras espondilopatías,1.1240310078
R33,Retención urinaria,M50,Trastornos de disco cervical,1.3255813953
R33,Retención urinaria,M51,"Trastornos de disco intervertebral dorsal, dorsolumbar y lumbosacro",1.3255813953
R34,Anuria y oliguria,F40,Trastornos de ansiedad fóbica,1.2054263566
R34,Anuria y oliguria,F41,Otros trastornos de ansiedad,1.2054263566
R34,Anuria y oliguria,F42,Trastorno obsesivo-compulsivo,1.2054263566
R34,Anuria y oliguria,F44,Trastornos disociativos y de conversión,1.2054263566
R34,Anuria y oliguria,F45,Trastornos somatomorfos,1.2054263566
R34,Anuria y oliguria,F48,Otros trastornos mentales no psicóticos,1.2054263566
R34,Anuria y oliguria,F93,Trastornos emocionales con inicio específico en la infancia,1.3759689922
R34,Anuria y oliguria,F99,"Trastorno mental, no especificado de otro modo",1.2054263566
R34,Anuria y oliguria,M48,Otras espondilopatías,1.1240310078
R34,Anuria y oliguria,M50,Trastornos de disco cervical,1.3255813953
R34,Anuria y oliguria,M51,"Trastornos de disco intervertebral dorsal, dorsolumbar y lumbosacro",1.3255813953
R35,Poliuria,F40,Trastornos de ansiedad fóbica,1.2054263566
R35,Poliuria,F41,Otros trastornos de ansiedad,1.2054263566
R35,Poliuria,F42,Trastorno obsesivo-compulsivo,1.2054263566
R35,Poliuria,F44,Trastornos disociativos y de conversión,1.2054263566
R35,Poliuria,F45,Trastornos somatomorfos,1.2054263566
R35,Poliuria,F48,Otros trastornos mentales no psicóticos,1.2054263566
R35,Poliuria,F93,Trastornos emocionales con inicio específico en la infancia,1.3759689922
R35,Poliuria,F99,"Trastorno mental, no especificado de otro modo",1.2054263566
R35,Poliuria,M48,Otras espondilopatías,1.1240310078
R35,Poliuria,M50,Trastornos de disco cervical,1.3255813953
R35,Poliuria,M51,"Trastornos de disco intervertebral dorsal, dorsolumbar y lumbosacro",1.3255813953
R36,Secreción uretral,F40,Trastornos de ansiedad fóbica,1.2054263566
R36,Secreción uretral,F41,Otros trastornos de ansiedad,1.2054263566
R36,Secreción uretral,F42,Trastorno obsesivo-compulsivo,1.2054263566
R36,Secreción uretral,F44,Trastornos disociativos y de conversión,1.2054263566
R36,Secreción uretral,F45,Trastornos somatomorfos,1.2054263566
R36,Secreción uretral,F48,Otros trastornos mentales no psicóticos,1.2054263566
R36,Secreción uretral,F93,Trastornos emocionales con inicio específico en la infancia,1.3759689922
R36,Secreción uretral,F99,"Trastorno mental, no especificado de otro modo",1.2054263566
R36,Secreción uretral,M48,Otras espondilopatías,1.1240310078
R36,Secreción uretral,M50,Trastornos de disco cervical,1.3255813953
R36,Secreción uretral,M51,"Trastornos de disco intervertebral dorsal, dorsolumbar y lumbosacro",1.3255813953
R39,"Otros síntomas y signos que afectan al aparato genitourinario, y los no especificados",F40,Trastornos de ansiedad fóbica,1.2054263566
R39,"Otros síntomas y signos que afectan al aparato genitourinario, y los no especificados",F41,Otros trastornos de ansiedad,1.2054263566
R39,"Otros síntomas y signos que afectan al aparato genitourinario, y los no especificados",F42,Trastorno obsesivo-compulsivo,1.2054263566
R39,"Otros síntomas y signos que afectan al aparato genitourinario, y los no especificados",F44,Trastornos disociativos y de conversión,1.2054263566
R39,"Otros síntomas y signos que afectan al aparato genitourinario, y los no especificados",F45,Trastornos somatomorfos,1.2054263566
R39,"Otros síntomas y signos que afectan al aparato genitourinario, y los no especificados",F48,Otros trastornos mentales no psicóticos,1.2054263566
R39,"Otros síntomas y signos que afectan al aparato genitourinario, y los no especificados",F93,Trastornos emocionales con inicio específico en la infancia,1.3759689922
R39,"Otros síntomas y signos que afectan al aparato genitourinario, y los no especificados",F99,"Trastorno mental, no especificado de otro modo",1.2054263566
R39,"Otros síntomas y signos que afectan al aparato genitourinario, y los no especificados",M48,Otras espondilopatías,1.1240310078
R39,"Otros síntomas y signos que afectan al aparato genitourinario, y los no especificados",M50,Trastornos de disco cervical,1.3255813953
R39,"Otros síntomas y signos que afectan al aparato genitourinario, y los no especificados",M51,"Trastornos de disco intervertebral dorsal, dorsolumbar y lumbosacro",1.3255813953
R40,"Somnolencia, estupor y coma",E65,Adiposidad localizada,1.2751937984
R40,"Somnolencia, estupor y coma",E66,Sobrepeso y obesidad,1.2751937984
R40,"Somnolencia, estupor y coma",E67,Otros tipos de hiperalimentación,1.2751937984
R40,"Somnolencia, estupor y coma",E68,Secuelas de hiperalimentación,1.2751937984
R40,"Somnolencia, estupor y coma",F30,Episodio maníaco,1.2325581395
R40,"Somnolencia, estupor y coma",F31,Trastorno bipolar,1.2325581395
R40,"Somnolencia, estupor y coma",F32,"Trastorno depresivo mayor, episodio único",1.2325581395
R40,"Somnolencia, estupor y coma",F33,"Trastorno depresivo mayor, recurrente",1.2325581395
R40,"Somnolencia, estupor y coma",F39,"Trastorno del estado de ánimo [afectivo], no especificado",1.2325581395
R40,"Somnolencia, estupor y coma",F40,Trastornos de ansiedad fóbica,1.0581395349
R40,"Somnolencia, estupor y coma",F41,Otros trastornos de ansiedad,1.0581395349
R40,"Somnolencia, estupor y coma",F42,Trastorno obsesivo-compulsivo,1.0581395349
R40,"Somnolencia, estupor y coma",F44,Trastornos disociativos y de conversión,1.0581395349
R40,"Somnolencia, estupor y coma",F45,Trastornos somatomorfos,1.0581395349
R40,"Somnolencia, estupor y coma",F48,Otros trastornos mentales no psicóticos,1.0581395349
R40,"Somnolencia, estupor y coma",F93,Trastornos emocionales con inicio específico en la infancia,1.1782945736
R40,"Somnolencia, estupor y coma",F99,"Trastorno mental, no especificado de otro modo",1.0581395349
R40,"Somnolencia, estupor y coma",I10,Hipertensión esencial (primaria),1.0348837209
R40,"Somnolencia, estupor y coma",M15,Poliartrosis,1.0387596899
R40,"Somnolencia, estupor y coma",M16,Artrosis de cadera,1.0387596899
R40,"Somnolencia, estupor y coma",M17,Artrosis de rodilla,1.0387596899
R40,"Somnolencia, estupor y coma",M18,Artrosis de primera articulación carpometacarpiana,1.0387596899
R40,"Somnolencia, estupor y coma",M19,Otras artrosis y las no especificadas,1.0387596899
R40,"Somnolencia, estupor y coma",M25,"Otros trastornos de articulación, no clasificados bajo otro concepto",1.1007751938
R40,"Somnolencia, estupor y coma",M47,Espondilosis,1.1472868217
R40,"Somnolencia, estupor y coma",M48,Otras espondilopatías,1.1085271318
R40,"Somnolencia, estupor y coma",M50,Trastornos de disco cervical,1.1434108527
R40,"Somnolencia, estupor y coma",M51,"Trastornos de disco intervertebral dorsal, dorsolumbar y lumbosacro",1.1434108527
R40,"Somnolencia, estupor y coma",M60,Miositis,1.0891472868
R40,"Somnolencia, estupor y coma",M70,"Trastorno de partes blandas en relación con uso, uso excesivo y presión",1.1782945736
R40,"Somnolencia, estupor y coma",M75,Lesiones de hombro,1.1782945736
R40,"Somnolencia, estupor y coma",M76,"Entesopatías, extremidad inferior, excluido el pie",1.1782945736
R40,"Somnolencia, estupor y coma",M77,Otros tipos de entesopatías,1.1782945736
R40,"Somnolencia, estupor y coma",M79,"Otros trastornos de partes blandas y los no especificados, no clasificados bajo otro concepto",1.0891472868
R40,"Somnolencia, estupor y coma",R04,Hemorragia de las vías respiratorias,1.1395348837
R40,"Somnolencia, estupor y coma",R05,Tos,1.1821705426
R40,"Somnolencia, estupor y coma",R06,Alteraciones de la respiración,1.1821705426
R40,"Somnolencia, estupor y coma",R07,Dolor de garganta y de tórax,1.1395348837
R40,"Somnolencia, estupor y coma",R47,"Alteraciones del habla, no clasificadas bajo otro concepto",1.1395348837
R40,"Somnolencia, estupor y coma",R49,Trastornos de la voz y la resonancia,1.1395348837
R40,"Somnolencia, estupor y coma",R51,Cefalea,1.1395348837
R40,"Somnolencia, estupor y coma",R90,Hallazgos anormales en diagnóstico por imagen del sistema nervioso central,1.1395348837
R41,Otros síntomas y signos que afectan a las funciones cognitivas y la conciencia,E65,Adiposidad localizada,1.2751937984
R41,Otros síntomas y signos que afectan a las funciones cognitivas y la conciencia,E66,Sobrepeso y obesidad,1.2751937984
R41,Otros síntomas y signos que afectan a las funciones cognitivas y la conciencia,E67,Otros tipos de hiperalimentación,1.2751937984
R41,Otros síntomas y signos que afectan a las funciones cognitivas y la conciencia,E68,Secuelas de hiperalimentación,1.2751937984
R41,Otros síntomas y signos que afectan a las funciones cognitivas y la conciencia,F30,Episodio maníaco,1.2325581395
R41,Otros síntomas y signos que afectan a las funciones cognitivas y la conciencia,F31,Trastorno bipolar,1.2325581395
R41,Otros síntomas y signos que afectan a las funciones cognitivas y la conciencia,F32,"Trastorno depresivo mayor, episodio único",1.2325581395
R41,Otros síntomas y signos que afectan a las funciones cognitivas y la conciencia,F33,"Trastorno depresivo mayor, recurrente",1.2325581395
R41,Otros síntomas y signos que afectan a las funciones cognitivas y la conciencia,F39,"Trastorno del estado de ánimo [afectivo], no especificado",1.2325581395
R41,Otros síntomas y signos que afectan a las funciones cognitivas y la conciencia,F40,Trastornos de ansiedad fóbica,1.0581395349
R41,Otros síntomas y signos que afectan a las funciones cognitivas y la conciencia,F41,Otros trastornos de ansiedad,1.0581395349
R41,Otros síntomas y signos que afectan a las funciones cognitivas y la conciencia,F42,Trastorno obsesivo-compulsivo,1.0581395349
R41,Otros síntomas y signos que afectan a las funciones cognitivas y la conciencia,F44,Trastornos disociativos y de conversión,1.0581395349
R41,Otros síntomas y signos que afectan a las funciones cognitivas y la conciencia,F45,Trastornos somatomorfos,1.0581395349
R41,Otros síntomas y signos que afectan a las funciones cognitivas y la conciencia,F48,Otros trastornos mentales no psicóticos,1.0581395349
R41,Otros síntomas y signos que afectan a las funciones cognitivas y la conciencia,F93,Trastornos emocionales con inicio específico en la infancia,1.1782945736
R41,Otros síntomas y signos que afectan a las funciones cognitivas y la conciencia,F99,"Trastorno mental, no especificado de otro modo",1.0581395349
R41,Otros síntomas y signos que afectan a las funciones cognitivas y la conciencia,I10,Hipertensión esencial (primaria),1.0348837209
R41,Otros síntomas y signos que afectan a las funciones cognitivas y la conciencia,M15,Poliartrosis,1.0387596899
R41,Otros síntomas y signos que afectan a las funciones cognitivas y la conciencia,M16,Artrosis de cadera,1.0387596899
R41,Otros síntomas y signos que afectan a las funciones cognitivas y la conciencia,M17,Artrosis de rodilla,1.0387596899
R41,Otros síntomas y signos que afectan a las funciones cognitivas y la conciencia,M18,Artrosis de primera articulación carpometacarpiana,1.0387596899
R41,Otros síntomas y signos que afectan a las funciones cognitivas y la conciencia,M19,Otras artrosis y las no especificadas,1.0387596899
R41,Otros síntomas y signos que afectan a las funciones cognitivas y la conciencia,M25,"Otros trastornos de articulación, no clasificados bajo otro concepto",1.1007751938
R41,Otros síntomas y signos que afectan a las funciones cognitivas y la conciencia,M47,Espondilosis,1.1472868217
R41,Otros síntomas y signos que afectan a las funciones cognitivas y la conciencia,M48,Otras espondilopatías,1.1085271318
R41,Otros síntomas y signos que afectan a las funciones cognitivas y la conciencia,M50,Trastornos de disco cervical,1.1434108527
R41,Otros síntomas y signos que afectan a las funciones cognitivas y la conciencia,M51,"Trastornos de disco intervertebral dorsal, dorsolumbar y lumbosacro",1.1434108527
R41,Otros síntomas y signos que afectan a las funciones cognitivas y la conciencia,M60,Miositis,1.0891472868
R41,Otros síntomas y signos que afectan a las funciones cognitivas y la conciencia,M70,"Trastorno de partes blandas en relación con uso, uso excesivo y presión",1.1782945736
R41,Otros síntomas y signos que afectan a las funciones cognitivas y la conciencia,M75,Lesiones de hombro,1.1782945736
R41,Otros síntomas y signos que afectan a las funciones cognitivas y la conciencia,M76,"Entesopatías, extremidad inferior, excluido el pie",1.1782945736
R41,Otros síntomas y signos que afectan a las funciones cognitivas y la conciencia,M77,Otros tipos de entesopatías,1.1782945736
R41,Otros síntomas y signos que afectan a las funciones cognitivas y la conciencia,M79,"Otros trastornos de partes blandas y los no especificados, no clasificados bajo otro concepto",1.0891472868
R41,Otros síntomas y signos que afectan a las funciones cognitivas y la conciencia,R04,Hemorragia de las vías respiratorias,1.1395348837
R41,Otros síntomas y signos que afectan a las funciones cognitivas y la conciencia,R05,Tos,1.1821705426
R41,Otros síntomas y signos que afectan a las funciones cognitivas y la conciencia,R06,Alteraciones de la respiración,1.1821705426
R41,Otros síntomas y signos que afectan a las funciones cognitivas y la conciencia,R07,Dolor de garganta y de tórax,1.1395348837
R41,Otros síntomas y signos que afectan a las funciones cognitivas y la conciencia,R47,"Alteraciones del habla, no clasificadas bajo otro concepto",1.1395348837
R41,Otros síntomas y signos que afectan a las funciones cognitivas y la conciencia,R49,Trastornos de la voz y la resonancia,1.1395348837
R41,Otros síntomas y signos que afectan a las funciones cognitivas y la conciencia,R51,Cefalea,1.1395348837
R41,Otros síntomas y signos que afectan a las funciones cognitivas y la conciencia,R90,Hallazgos anormales en diagnóstico por imagen del sistema nervioso central,1.1395348837
R42,Mareo y desvanecimiento,E65,Adiposidad localizada,1.2751937984
R42,Mareo y desvanecimiento,E66,Sobrepeso y obesidad,1.2751937984
R42,Mareo y desvanecimiento,E67,Otros tipos de hiperalimentación,1.2751937984
R42,Mareo y desvanecimiento,E68,Secuelas de hiperalimentación,1.2751937984
R42,Mareo y desvanecimiento,F30,Episodio maníaco,1.2325581395
R42,Mareo y desvanecimiento,F31,Trastorno bipolar,1.2325581395
R42,Mareo y desvanecimiento,F32,"Trastorno depresivo mayor, episodio único",1.2325581395
R42,Mareo y desvanecimiento,F33,"Trastorno depresivo mayor, recurrente",1.2325581395
R42,Mareo y desvanecimiento,F39,"Trastorno del estado de ánimo [afectivo], no especificado",1.2325581395
R42,Mareo y desvanecimiento,F40,Trastornos de ansiedad fóbica,1.0581395349
R42,Mareo y desvanecimiento,F41,Otros trastornos de ansiedad,1.0581395349
R42,Mareo y desvanecimiento,F42,Trastorno obsesivo-compulsivo,1.0581395349
R42,Mareo y desvanecimiento,F44,Trastornos disociativos y de conversión,1.0581395349
R42,Mareo y desvanecimiento,F45,Trastornos somatomorfos,1.0581395349
R42,Mareo y desvanecimiento,F48,Otros trastornos mentales no psicóticos,1.0581395349
R42,Mareo y desvanecimiento,F93,Trastornos emocionales con inicio específico en la infancia,1.1782945736
R42,Mareo y desvanecimiento,F99,"Trastorno mental, no especificado de otro modo",1.0581395349
R42,Mareo y desvanecimiento,I10,Hipertensión esencial (primaria),1.0348837209
R42,Mareo y desvanecimiento,M15,Poliartrosis,1.0387596899
R42,Mareo y desvanecimiento,M16,Artrosis de cadera,1.0387596899
R42,Mareo y desvanecimiento,M17,Artrosis de rodilla,1.0387596899
R42,Mareo y desvanecimiento,M18,Artrosis de primera articulación carpometacarpiana,1.0387596899
R42,Mareo y desvanecimiento,M19,Otras artrosis y las no especificadas,1.0387596899
R42,Mareo y desvanecimiento,M25,"Otros trastornos de articulación, no clasificados bajo otro concepto",1.1007751938
R42,Mareo y desvanecimiento,M47,Espondilosis,1.1472868217
R42,Mareo y desvanecimiento,M48,Otras espondilopatías,1.1085271318
R42,Mareo y desvanecimiento,M50,Trastornos de disco cervical,1.1434108527
R42,Mareo y desvanecimiento,M51,"Trastornos de disco intervertebral dorsal, dorsolumbar y lumbosacro",1.1434108527
R42,Mareo y desvanecimiento,M60,Miositis,1.0891472868
R42,Mareo y desvanecimiento,M70,"Trastorno de partes blandas en relación con uso, uso excesivo y presión",1.1782945736
R42,Mareo y desvanecimiento,M75,Lesiones de hombro,1.1782945736
R42,Mareo y desvanecimiento,M76,"Entesopatías, extremidad inferior, excluido el pie",1.1782945736
R42,Mareo y desvanecimiento,M77,Otros tipos de entesopatías,1.1782945736
