CÓDIGO,DESCRIPCIÓN,GRUPO EDAD,RATIO
R03,"Medida de presión arterial anormal, sin diagnóstico",46-55,0.97
R03,"Medida de presión arterial anormal, sin diagnóstico",56-65,1.36
R04,Hemorragia de las vías respiratorias,16-25,0.46
R04,Hemorragia de las vías respiratorias,26-35,0.7
R04,Hemorragia de las vías respiratorias,36-45,0.93
R04,Hemorragia de las vías respiratorias,46-55,1.31
R04,Hemorragia de las vías respiratorias,56-65,1.92
R05,Tos,16-25,0.39
R05,Tos,26-35,0.54
R05,Tos,36-45,0.71
R05,Tos,46-55,1.15
R05,Tos,56-65,1.82
R06,Alteraciones de la respiración,16-25,0.39
R06,Alteraciones de la respiración,26-35,0.54
R06,Alteraciones de la respiración,36-45,0.71
R06,Alteraciones de la respiración,46-55,1.15
R06,Alteraciones de la respiración,56-65,1.82
R07,Dolor de garganta y de tórax,16-25,0.46
R07,Dolor de garganta y de tórax,26-35,0.7
R07,Dolor de garganta y de tórax,36-45,0.93
R07,Dolor de garganta y de tórax,46-55,1.31
R07,Dolor de garganta y de tórax,56-65,1.92
R09,Otros síntomas y signos que afectan a los aparatos circulatorio y respiratorio,16-25,0.44
R09,Otros síntomas y signos que afectan a los aparatos circulatorio y respiratorio,26-35,0.73
R09,Otros síntomas y signos que afectan a los aparatos circulatorio y respiratorio,36-45,0.89
R09,Otros síntomas y signos que afectan a los aparatos circulatorio y respiratorio,46-55,1.17
R09,Otros síntomas y signos que afectan a los aparatos circulatorio y respiratorio,56-65,1.59
R10,Dolor abdominal y pélvico,16-25,0.52
R10,Dolor abdominal y pélvico,26-35,0.83
R10,Dolor abdominal y pélvico,36-45,0.93
R10,Dolor abdominal y pélvico,46-55,1.24
R10,Dolor abdominal y pélvico,56-65,1.81
R11,Náusea y vómito,16-25,0.61
R11,Náusea y vómito,26-35,0.97
R11,Náusea y vómito,36-45,0.91
R11,Náusea y vómito,46-55,1.13
R11,Náusea y vómito,56-65,1.9
R12,Acidez,16-25,0.61
R12,Acidez,26-35,0.97
R12,Acidez,36-45,0.91
R12,Acidez,46-55,1.13
R12,Acidez,56-65,1.9
R13,Afagia y disfagia,16-25,0.61
R13,Afagia y disfagia,26-35,0.97
R13,Afagia y disfagia,36-45,0.91
R13,Afagia y disfagia,46-55,1.13
R13,Afagia y disfagia,56-65,1.9
R14,Flatulencia y afecciones afines,16-25,0.61
R14,Flatulencia y afecciones afines,26-35,0.97
R14,Flatulencia y afecciones afines,36-45,0.91
R14,Flatulencia y afecciones afines,46-55,1.13
R14,Flatulencia y afecciones afines,56-65,1.9
R15,Incontinencia fecal,16-25,0.61
R15,Incontinencia fecal,26-35,0.97
R15,Incontinencia fecal,36-45,0.91
R15,Incontinencia fecal,46-55,1.13
R15,Incontinencia fecal,56-65,1.9
R16,"Hepatomegalia y esplenomegalia, no clasificadas bajo otro concepto",16-25,0.52
R16,"Hepatomegalia y esplenomegalia, no clasificadas bajo otro concepto",26-35,0.83
R16,"Hepatomegalia y esplenomegalia, no clasificadas bajo otro concepto",36-45,0.93
R16,"Hepatomegalia y esplenomegalia, no clasificadas bajo otro concepto",46-55,1.24
R16,"Hepatomegalia y esplenomegalia, no clasificadas bajo otro concepto",56-65,1.81
R17,Ictericia no especificada,16-25,0.58
R17,Ictericia no especificada,26-35,0.73
R17,Ictericia no especificada,36-45,0.88
R17,Ictericia no especificada,46-55,1.18
R17,Ictericia no especificada,56-65,1.55
R18,Ascitis,16-25,0.52
R18,Ascitis,26-35,0.83
R18,Ascitis,36-45,0.93
R18,Ascitis,46-55,1.24
R18,Ascitis,56-65,1.81
R19,Otros síntomas y signos que afectan al aparato digestivo y el abdomen,16-25,0.52
R19,Otros síntomas y signos que afectan al aparato digestivo y el abdomen,26-35,0.83
R19,Otros síntomas y signos que afectan al aparato digestivo y el abdomen,36-45,0.93
R19,Otros síntomas y signos que afectan al aparato digestivo y el abdomen,46-55,1.24
R19,Otros síntomas y signos que afectan al aparato digestivo y el abdomen,56-65,1.81
R20,Alteraciones de la sensibilidad cutánea,16-25,0.58
R20,Alteraciones de la sensibilidad cutánea,26-35,0.73
R20,Alteraciones de la sensibilidad cutánea,36-45,0.88
R20,Alteraciones de la sensibilidad cutánea,46-55,1.18
R20,Alteraciones de la sensibilidad cutánea,56-65,1.55
R21,Exantema y otras erupciones cutáneas inespecíficas,16-25,0.58
R21,Exantema y otras erupciones cutáneas inespecíficas,26-35,0.73
R21,Exantema y otras erupciones cutáneas inespecíficas,36-45,0.88
R21,Exantema y otras erupciones cutáneas inespecíficas,46-55,1.18
R21,Exantema y otras erupciones cutáneas inespecíficas,56-65,1.55
R22,"Tumefacción, masa o bulto de la piel y del tejido celular subcutáneo localizados",16-25,0.58
R22,"Tumefacción, masa o bulto de la piel y del tejido celular subcutáneo localizados",26-35,0.73
R22,"Tumefacción, masa o bulto de la piel y del tejido celular subcutáneo localizados",36-45,0.88
R22,"Tumefacción, masa o bulto de la piel y del tejido celular subcutáneo localizados",46-55,1.18
R22,"Tumefacción, masa o bulto de la piel y del tejido celular subcutáneo localizados",56-65,1.55
R23,Otras alteraciones cutáneas,16-25,0.58
R23,Otras alteraciones cutáneas,26-35,0.73
R23,Otras alteraciones cutáneas,36-45,0.88
R23,Otras alteraciones cutáneas,46-55,1.18
R23,Otras alteraciones cutáneas,56-65,1.55
R25,Movimientos anormales involuntarios,16-25,0.5
R25,Movimientos anormales involuntarios,26-35,0.68
R25,Movimientos anormales involuntarios,36-45,0.88
R25,Movimientos anormales involuntarios,46-55,1.15
R25,Movimientos anormales involuntarios,56-65,1.54
R27,Otras alteraciones de la coordinación motora,16-25,0.5
R27,Otras alteraciones de la coordinación motora,26-35,0.68
R27,Otras alteraciones de la coordinación motora,36-45,0.88
R27,Otras alteraciones de la coordinación motora,46-55,1.15
R27,Otras alteraciones de la coordinación motora,56-65,1.54
R29,Otros síntomas y signos con afectación de sistema nervioso y aparato musculoesquelético,16-25,0.5
R29,Otros síntomas y signos con afectación de sistema nervioso y aparato musculoesquelético,26-35,0.68
R29,Otros síntomas y signos con afectación de sistema nervioso y aparato musculoesquelético,36-45,0.88
R29,Otros síntomas y signos con afectación de sistema nervioso y aparato musculoesquelético,46-55,1.15
R29,Otros síntomas y signos con afectación de sistema nervioso y aparato musculoesquelético,56-65,1.54
R30,Dolor asociado a la micción,16-25,0.63
R30,Dolor asociado a la micción,26-35,0.77
R30,Dolor asociado a la micción,36-45,0.86
R30,Dolor asociado a la micción,46-55,1.1
R30,Dolor asociado a la micción,56-65,1.69
R31,Hematuria,16-25,0.45
R31,Hematuria,26-35,0.71
R31,Hematuria,36-45,0.77
R31,Hematuria,46-55,1.13
R31,Hematuria,56-65,1.97
R32,Incontinencia urinaria no especificada,16-25,0.63
R32,Incontinencia urinaria no especificada,26-35,0.77
R32,Incontinencia urinaria no especificada,36-45,0.86
R32,Incontinencia urinaria no especificada,46-55,1.1
R32,Incontinencia urinaria no especificada,56-65,1.69
R33,Retención urinaria,16-25,0.63
R33,Retención urinaria,26-35,0.77
R33,Retención urinaria,36-45,0.86
R33,Retención urinaria,46-55,1.1
R33,Retención urinaria,56-65,1.69
R34,Anuria y oliguria,16-25,0.63
R34,Anuria y oliguria,26-35,0.77
R34,Anuria y oliguria,36-45,0.86
R34,Anuria y oliguria,46-55,1.1
R34,Anuria y oliguria,56-65,1.69
R35,Poliuria,16-25,0.63
R35,Poliuria,26-35,0.77
R35,Poliuria,36-45,0.86
R35,Poliuria,46-55,1.1
R35,Poliuria,56-65,1.69
R39,"Otros síntomas y signos que afectan al aparato genitourinario, y los no especificados",16-25,0.63
R39,"Otros síntomas y signos que afectan al aparato genitourinario, y los no especificados",26-35,0.77
R39,"Otros síntomas y signos que afectan al aparato genitourinario, y los no especificados",36-45,0.86
R39,"Otros síntomas y signos que afectan al aparato genitourinario, y los no especificados",46-55,1.1
R39,"Otros síntomas y signos que afectan al aparato genitourinario, y los no especificados",56-65,1.69
R40,"Somnolencia, estupor y coma",16-25,0.49
R40,"Somnolencia, estupor y coma",26-35,0.76
R40,"Somnolencia, estupor y coma",36-45,0.89
R40,"Somnolencia, estupor y coma",46-55,1.14
R40,"Somnolencia, estupor y coma",56-65,1.72
R42,Mareo y desvanecimiento,16-25,0.49
R42,Mareo y desvanecimiento,26-35,0.76
R42,Mareo y desvanecimiento,36-45,0.89
R42,Mareo y desvanecimiento,46-55,1.14
R42,Mareo y desvanecimiento,56-65,1.72
R43,Trastornos del olfato y del gusto,16-25,0.5
R43,Trastornos del olfato y del gusto,26-35,0.68
R43,Trastornos del olfato y del gusto,36-45,0.88
R43,Trastornos del olfato y del gusto,46-55,1.15
R43,Trastornos del olfato y del gusto,56-65,1.54
R44,Otros síntomas y signos que afectan a las sensaciones y percepciones generales,16-25,0.49
R44,Otros síntomas y signos que afectan a las sensaciones y percepciones generales,26-35,0.76
R44,Otros síntomas y signos que afectan a las sensaciones y percepciones generales,36-45,0.89
R44,Otros síntomas y signos que afectan a las sensaciones y percepciones generales,46-55,1.14
R44,Otros síntomas y signos que afectan a las sensaciones y percepciones generales,56-65,1.72
R45,Síntomas y signos que afectan al estado emocional,16-25,0.54
R45,Síntomas y signos que afectan al estado emocional,26-35,0.73
R45,Síntomas y signos que afectan al estado emocional,36-45,0.89
R45,Síntomas y signos que afectan al estado emocional,46-55,1.19
R45,Síntomas y signos que afectan al estado emocional,56-65,1.58
R47,"Alteraciones del habla, no clasificadas bajo otro concepto",16-25,0.46
R47,"Alteraciones del habla, no clasificadas bajo otro concepto",26-35,0.7
R47,"Alteraciones del habla, no clasificadas bajo otro concepto",36-45,0.93
R47,"Alteraciones del habla, no clasificadas bajo otro concepto",46-55,1.31
R47,"Alteraciones del habla, no clasificadas bajo otro concepto",56-65,1.92
R49,Trastornos de la voz y la resonancia,16-25,0.46
R49,Trastornos de la voz y la resonancia,26-35,0.7
R49,Trastornos de la voz y la resonancia,36-45,0.93
R49,Trastornos de la voz y la resonancia,46-55,1.31
R49,Trastornos de la voz y la resonancia,56-65,1.92
R50,Fiebre de otro origen y de origen desconocido,16-25,0.49
R50,Fiebre de otro origen y de origen desconocido,26-35,0.76
R50,Fiebre de otro origen y de origen desconocido,36-45,0.89
R50,Fiebre de otro origen y de origen desconocido,46-55,1.14
R50,Fiebre de otro origen y de origen desconocido,56-65,1.72
R51,Cefalea,16-25,0.46
R51,Cefalea,26-35,0.7
R51,Cefalea,36-45,0.93
R51,Cefalea,46-55,1.31
R51,Cefalea,56-65,1.92
R53,Malestar y fatiga,16-25,0.49
R53,Malestar y fatiga,26-35,0.76
R53,Malestar y fatiga,36-45,0.89
R53,Malestar y fatiga,46-55,1.14
R53,Malestar y fatiga,56-65,1.72
R55,Síncope y colapso,16-25,0.49
R55,Síncope y colapso,26-35,0.76
R55,Síncope y colapso,36-45,0.89
R55,Síncope y colapso,46-55,1.14
R55,Síncope y colapso,56-65,1.72
R56,"Convulsiones, no clasificadas bajo otro concepto",16-25,0.49
R56,"Convulsiones, no clasificadas bajo otro concepto",26-35,0.76
R56,"Convulsiones, no clasificadas bajo otro concepto",36-45,0.89
R56,"Convulsiones, no clasificadas bajo otro concepto",46-55,1.14
R56,"Convulsiones, no clasificadas bajo otro concepto",56-65,1.72
R58,"Hemorragia, no clasificada bajo otro concepto",16-25,0.71
R58,"Hemorragia, no clasificada bajo otro concepto",26-35,0.88
R58,"Hemorragia, no clasificada bajo otro concepto",36-45,0.88
R58,"Hemorragia, no clasificada bajo otro concepto",46-55,1
R58,"Hemorragia, no clasificada bajo otro concepto",56-65,1.43
R59,Adenomegalia,16-25,0.44
R59,Adenomegalia,26-35,0.73
R59,Adenomegalia,36-45,0.89
R59,Adenomegalia,46-55,1.17
R59,Adenomegalia,56-65,1.59
R60,"Edema, no clasificado bajo otro concepto",16-25,0.58
R60,"Edema, no clasificado bajo otro concepto",26-35,0.73
R60,"Edema, no clasificado bajo otro concepto",36-45,0.88
R60,"Edema, no clasificado bajo otro concepto",46-55,1.18
R60,"Edema, no clasificado bajo otro concepto",56-65,1.55
R61,Hiperhidrosis generalizada,16-25,0.49
R61,Hiperhidrosis generalizada,26-35,0.76
R61,Hiperhidrosis generalizada,36-45,0.89
R61,Hiperhidrosis generalizada,46-55,1.14
R61,Hiperhidrosis generalizada,56-65,1.72
R63,Síntomas y signos relacionados con la alimentación y la ingesta de líquidos,16-25,0.56
R63,Síntomas y signos relacionados con la alimentación y la ingesta de líquidos,26-35,0.74
R63,Síntomas y signos relacionados con la alimentación y la ingesta de líquidos,36-45,0.8
R63,Síntomas y signos relacionados con la alimentación y la ingesta de líquidos,46-55,1.15
R63,Síntomas y signos relacionados con la alimentación y la ingesta de líquidos,56-65,1.51
R68,Otros síntomas y signos generales,16-25,0.49
R68,Otros síntomas y signos generales,26-35,0.76
R68,Otros síntomas y signos generales,36-45,0.89
R68,Otros síntomas y signos generales,46-55,1.14
R68,Otros síntomas y signos generales,56-65,1.72
R69,Enfermedad NEOM,16-25,0.54
R69,Enfermedad NEOM,26-35,0.73
R69,Enfermedad NEOM,36-45,0.89
R69,Enfermedad NEOM,46-55,1.19
R69,Enfermedad NEOM,56-65,1.58
R71,Anomalía de los hematíes,16-25,0.32
R71,Anomalía de los hematíes,26-35,0.5
R71,Anomalía de los hematíes,36-45,0.8
R71,Anomalía de los hematíes,46-55,1.18
R71,Anomalía de los hematíes,56-65,1.72
R73,Elevación del nivel de glucosa en sangre,16-25,0.32
R73,Elevación del nivel de glucosa en sangre,26-35,0.5
R73,Elevación del nivel de glucosa en sangre,36-45,0.8
R73,Elevación del nivel de glucosa en sangre,46-55,1.18
R73,Elevación del nivel de glucosa en sangre,56-65,1.72
R74,Niveles anormales de enzimas en suero,16-25,0.32
R74,Niveles anormales de enzimas en suero,26-35,0.5
R74,Niveles anormales de enzimas en suero,36-45,0.8
R74,Niveles anormales de enzimas en suero,46-55,1.18
R74,Niveles anormales de enzimas en suero,56-65,1.72
R78,Hallazgo de drogas y otras sustancias que no se encuentran normalmente en sangre,16-25,0.32
R78,Hallazgo de drogas y otras sustancias que no se encuentran normalmente en sangre,26-35,0.5
R78,Hallazgo de drogas y otras sustancias que no se encuentran normalmente en sangre,36-45,0.8
R78,Hallazgo de drogas y otras sustancias que no se encuentran normalmente en sangre,46-55,1.18
R78,Hallazgo de drogas y otras sustancias que no se encuentran normalmente en sangre,56-65,1.72
R80,Proteinuria,26-35,0.65
R80,Proteinuria,36-45,1.25
R80,Proteinuria,46-55,0.97
R80,Proteinuria,56-65,1.32
R82,Otros hallazgos anormales y los no especificados en orina,26-35,0.65
R82,Otros hallazgos anormales y los no especificados en orina,36-45,1.25
R82,Otros hallazgos anormales y los no especificados en orina,46-55,0.97
R82,Otros hallazgos anormales y los no especificados en orina,56-65,1.32
R87,Resultados anormales en muestras tomadas de órganos genitales femeninos,26-35,1.82
R87,Resultados anormales en muestras tomadas de órganos genitales femeninos,36-45,1.1
R87,Resultados anormales en muestras tomadas de órganos genitales femeninos,46-55,0.72
R87,Resultados anormales en muestras tomadas de órganos genitales femeninos,56-65,0.79
R89,"Resultados anormales en muestras tomadas de otros órganos, sistemas y tejidos",26-35,1.82
R89,"Resultados anormales en muestras tomadas de otros órganos, sistemas y tejidos",36-45,1.1
R89,"Resultados anormales en muestras tomadas de otros órganos, sistemas y tejidos",46-55,0.72
R89,"Resultados anormales en muestras tomadas de otros órganos, sistemas y tejidos",56-65,0.79
R90,Hallazgos anormales en diagnóstico por imagen del sistema nervioso central,16-25,0.46
R90,Hallazgos anormales en diagnóstico por imagen del sistema nervioso central,26-35,0.7
R90,Hallazgos anormales en diagnóstico por imagen del sistema nervioso central,36-45,0.93
R90,Hallazgos anormales en diagnóstico por imagen del sistema nervioso central,46-55,1.31
R90,Hallazgos anormales en diagnóstico por imagen del sistema nervioso central,56-65,1.92
R91,Hallazgos anormales en pruebas de imagen del pulmón,26-35,0.7
R91,Hallazgos anormales en pruebas de imagen del pulmón,36-45,0.69
R91,Hallazgos anormales en pruebas de imagen del pulmón,46-55,1.09
R91,Hallazgos anormales en pruebas de imagen del pulmón,56-65,1.35
R92,Hallazgos anormales y hallazgos no concluyentes en pruebas de imagen de mama,26-35,0.7
R92,Hallazgos anormales y hallazgos no concluyentes en pruebas de imagen de mama,36-45,0.69
R92,Hallazgos anormales y hallazgos no concluyentes en pruebas de imagen de mama,46-55,1.09
R92,Hallazgos anormales y hallazgos no concluyentes en pruebas de imagen de mama,56-65,1.35
R93,Hallazgos anormales en diagnóstico por imagen de otras partes del cuerpo,26-35,0.7
R93,Hallazgos anormales en diagnóstico por imagen de otras partes del cuerpo,36-45,0.69
R93,Hallazgos anormales en diagnóstico por imagen de otras partes del cuerpo,46-55,1.09
R93,Hallazgos anormales en diagnóstico por imagen de otras partes del cuerpo,56-65,1.35
R94,Resultados anormales de estudios funcionales,26-35,0.38
R94,Resultados anormales de estudios funcionales,36-45,0.88
R94,Resultados anormales de estudios funcionales,46-55,1.33
R94,Resultados anormales de estudios funcionales,56-65,1.45
R97,Marcadores tumorales anómalos,16-25,0.62
R97,Marcadores tumorales anómalos,26-35,0.72
R97,Marcadores tumorales anómalos,36-45,0.93
R97,Marcadores tumorales anómalos,46-55,1.38
R97,Marcadores tumorales anómalos,56-65,2.29
R99,Causas de mortalidad mal definidas y desconocidas,36-45,1.63
R99,Causas de mortalidad mal definidas y desconocidas,46-55,0.7
S00,Traumatismo superficial de la cabeza,16-25,0.64
S00,Traumatismo superficial de la cabeza,26-35,0.86
S00,Traumatismo superficial de la cabeza,36-45,0.71
S00,Traumatismo superficial de la cabeza,46-55,1.21
S00,Traumatismo superficial de la cabeza,56-65,1.86
S01,Herida abierta de la cabeza,16-25,0.8
S01,Herida abierta de la cabeza,26-35,0.88
S01,Herida abierta de la cabeza,36-45,0.9
S01,Herida abierta de la cabeza,46-55,1.15
S01,Herida abierta de la cabeza,56-65,1.28
S02,Fractura de cráneo y huesos de la cara,16-25,0.69
S02,Fractura de cráneo y huesos de la cara,26-35,0.71
S02,Fractura de cráneo y huesos de la cara,36-45,0.92
S02,Fractura de cráneo y huesos de la cara,46-55,1.09
S02,Fractura de cráneo y huesos de la cara,56-65,1.44
S03,Luxación y esguince de articulaciones y ligamentos de la cabeza,16-25,0.71
S03,Luxación y esguince de articulaciones y ligamentos de la cabeza,26-35,0.86
S03,Luxación y esguince de articulaciones y ligamentos de la cabeza,36-45,0.8
S03,Luxación y esguince de articulaciones y ligamentos de la cabeza,46-55,1.32
S03,Luxación y esguince de articulaciones y ligamentos de la cabeza,56-65,1.73
S04,Traumatismo de nervios craneales,26-35,0.54
S04,Traumatismo de nervios craneales,36-45,1.23
S04,Traumatismo de nervios craneales,46-55,0.88
S05,Traumatismo del ojo y órbita,16-25,0.74
S05,Traumatismo del ojo y órbita,26-35,0.81
S05,Traumatismo del ojo y órbita,36-45,1.03
S05,Traumatismo del ojo y órbita,46-55,1.16
S05,Traumatismo del ojo y órbita,56-65,1.24
S06,Traumatismo intracraneal,16-25,0.62
S06,Traumatismo intracraneal,26-35,0.81
S06,Traumatismo intracraneal,36-45,0.95
S06,Traumatismo intracraneal,46-55,1.12
S06,Traumatismo intracraneal,56-65,1.4
S07,Lesión por aplastamiento de la cabeza,26-35,0.84
S07,Lesión por aplastamiento de la cabeza,36-45,1.17
S07,Lesión por aplastamiento de la cabeza,46-55,1.25
S09,Otros traumatismos y traumatismos no especificados de la cabeza,16-25,0.58
S09,Otros traumatismos y traumatismos no especificados de la cabeza,26-35,0.96
S09,Otros traumatismos y traumatismos no especificados de la cabeza,36-45,0.84
S09,Otros traumatismos y traumatismos no especificados de la cabeza,46-55,1.06
S09,Otros traumatismos y traumatismos no especificados de la cabeza,56-65,1.53
S10,Traumatismo superficial de cuello,16-25,0.83
S10,Traumatismo superficial de cuello,26-35,0.91
S10,Traumatismo superficial de cuello,36-45,0.96
S10,Traumatismo superficial de cuello,46-55,1.14
S10,Traumatismo superficial de cuello,56-65,1.21
S11,Herida abierta del cuello,26-35,0.82
S11,Herida abierta del cuello,36-45,0.87
S11,Herida abierta del cuello,46-55,1.62
S12,Fractura de vértebra cervical y otras partes del cuello,16-25,0.8
S12,Fractura de vértebra cervical y otras partes del cuello,26-35,0.86
S12,Fractura de vértebra cervical y otras partes del cuello,36-45,0.91
S12,Fractura de vértebra cervical y otras partes del cuello,46-55,1.03
S12,Fractura de vértebra cervical y otras partes del cuello,56-65,1.2
S13,Luxación y esguince de articulaciones y ligamentos a nivel del cuello,16-25,0.49
S13,Luxación y esguince de articulaciones y ligamentos a nivel del cuello,26-35,0.84
S13,Luxación y esguince de articulaciones y ligamentos a nivel del cuello,36-45,0.87
S13,Luxación y esguince de articulaciones y ligamentos a nivel del cuello,46-55,1.17
S13,Luxación y esguince de articulaciones y ligamentos a nivel del cuello,56-65,1.38
S14,Traumatismo de nervios y médula espinal a nivel del cuello,26-35,0.59
S14,Traumatismo de nervios y médula espinal a nivel del cuello,36-45,1.07
S14,Traumatismo de nervios y médula espinal a nivel del cuello,46-55,1.36
S14,Traumatismo de nervios y médula espinal a nivel del cuello,56-65,0.88
S15,Traumatismo de vasos sanguíneos a nivel del cuello,56-65,1.36
S19,Otros traumatismos especificados y los no especificados del cuello,16-25,0.76
S19,Otros traumatismos especificados y los no especificados del cuello,26-35,0.9
S19,Otros traumatismos especificados y los no especificados del cuello,36-45,0.98
S19,Otros traumatismos especificados y los no especificados del cuello,46-55,1.1
S19,Otros traumatismos especificados y los no especificados del cuello,56-65,1.37
S20,Traumatismo superficial del tórax,16-25,0.95
S20,Traumatismo superficial del tórax,26-35,0.86
S20,Traumatismo superficial del tórax,36-45,0.74
S20,Traumatismo superficial del tórax,46-55,1.29
S20,Traumatismo superficial del tórax,56-65,1.33
S21,Herida abierta del tórax,16-25,0.74
S21,Herida abierta del tórax,26-35,0.97
S21,Herida abierta del tórax,36-45,0.86
S21,Herida abierta del tórax,46-55,1.19
S21,Herida abierta del tórax,56-65,1.36
S22,"Fractura de costilla(s), esternón y columna dorsal",16-25,0.72
S22,"Fractura de costilla(s), esternón y columna dorsal",26-35,0.81
S22,"Fractura de costilla(s), esternón y columna dorsal",36-45,0.9
S22,"Fractura de costilla(s), esternón y columna dorsal",46-55,1.04
S22,"Fractura de costilla(s), esternón y columna dorsal",56-65,1.19
S23,Luxación y esguince de articulaciones y ligamentos del tórax,16-25,0.81
S23,Luxación y esguince de articulaciones y ligamentos del tórax,26-35,0.91
S23,Luxación y esguince de articulaciones y ligamentos del tórax,36-45,1.03
S23,Luxación y esguince de articulaciones y ligamentos del tórax,46-55,1.13
S23,Luxación y esguince de articulaciones y ligamentos del tórax,56-65,1.37
S24,Traumatismo de nervios y médula espinal a nivel del tórax,46-55,0.94
S26,Traumatismo de corazón,26-35,0.61
S26,Traumatismo de corazón,36-45,0.99
S26,Traumatismo de corazón,46-55,1.07
S26,Traumatismo de corazón,56-65,1.38
S27,Traumatismo de otros órganos intratorácicos y los no especificados,16-25,0.72
S27,Traumatismo de otros órganos intratorácicos y los no especificados,26-35,0.8
S27,Traumatismo de otros órganos intratorácicos y los no especificados,36-45,0.96
S27,Traumatismo de otros órganos intratorácicos y los no especificados,46-55,1.08
S27,Traumatismo de otros órganos intratorácicos y los no especificados,56-65,1.29
S28,"Lesión por aplastamiento del tórax, y amputación traumática de parte del tórax",26-35,0.47
S28,"Lesión por aplastamiento del tórax, y amputación traumática de parte del tórax",36-45,0.73
S28,"Lesión por aplastamiento del tórax, y amputación traumática de parte del tórax",46-55,1.15
S28,"Lesión por aplastamiento del tórax, y amputación traumática de parte del tórax",56-65,1.75
S29,Otros traumatismos y los no especificados del tórax,26-35,0.47
S29,Otros traumatismos y los no especificados del tórax,36-45,0.73
S29,Otros traumatismos y los no especificados del tórax,46-55,1.15
S29,Otros traumatismos y los no especificados del tórax,56-65,1.75
S30,"Traumatismo superficial de abdomen, parte inferior de la espalda, pelvis y genitales externos",16-25,0.58
S30,"Traumatismo superficial de abdomen, parte inferior de la espalda, pelvis y genitales externos",26-35,0.96
S30,"Traumatismo superficial de abdomen, parte inferior de la espalda, pelvis y genitales externos",36-45,0.84
S30,"Traumatismo superficial de abdomen, parte inferior de la espalda, pelvis y genitales externos",46-55,1.06
S30,"Traumatismo superficial de abdomen, parte inferior de la espalda, pelvis y genitales externos",56-65,1.53
S31,"Herida abierta de abdomen, parte inferior de la espalda, pelvis y genitales externos",16-25,0.93
S31,"Herida abierta de abdomen, parte inferior de la espalda, pelvis y genitales externos",26-35,0.66
S31,"Herida abierta de abdomen, parte inferior de la espalda, pelvis y genitales externos",36-45,1.08
S31,"Herida abierta de abdomen, parte inferior de la espalda, pelvis y genitales externos",46-55,1.3
S32,Fractura de columna lumbar y pelvis,16-25,0.95
S32,Fractura de columna lumbar y pelvis,26-35,0.97
S32,Fractura de columna lumbar y pelvis,36-45,1.01
S32,Fractura de columna lumbar y pelvis,46-55,0.95
S32,Fractura de columna lumbar y pelvis,56-65,1.09
S33,Luxación y esguince de articulaciones y ligamentos de columna lumbar y pelvis,16-25,1
S33,Luxación y esguince de articulaciones y ligamentos de columna lumbar y pelvis,26-35,0.92
S33,Luxación y esguince de articulaciones y ligamentos de columna lumbar y pelvis,36-45,1.01
S33,Luxación y esguince de articulaciones y ligamentos de columna lumbar y pelvis,46-55,1.01
S33,Luxación y esguince de articulaciones y ligamentos de columna lumbar y pelvis,56-65,1.11
S34,"Traumatismo de médula espinal y nervios lumbares y sacros a nivel de abdomen, parte inferior de espalda y pelvis",26-35,0.68
S34,"Traumatismo de médula espinal y nervios lumbares y sacros a nivel de abdomen, parte inferior de espalda y pelvis",36-45,1
S34,"Traumatismo de médula espinal y nervios lumbares y sacros a nivel de abdomen, parte inferior de espalda y pelvis",46-55,1.04
S34,"Traumatismo de médula espinal y nervios lumbares y sacros a nivel de abdomen, parte inferior de espalda y pelvis",56-65,1.28
S35,"Traumatismo de vasos sanguíneos a nivel de abdomen, parte inferior de espalda y pelvis",46-55,0.99
S36,Traumatismo de órganos intraabdominales,26-35,0.86
S36,Traumatismo de órganos intraabdominales,36-45,0.9
S36,Traumatismo de órganos intraabdominales,46-55,0.92
S36,Traumatismo de órganos intraabdominales,56-65,1.81
S38,"Lesión por aplastamiento y amputación traumática de abdomen, parte inferior de la espalda, pelvis y genitales externos",26-35,0.47
S38,"Lesión por aplastamiento y amputación traumática de abdomen, parte inferior de la espalda, pelvis y genitales externos",36-45,0.73
S38,"Lesión por aplastamiento y amputación traumática de abdomen, parte inferior de la espalda, pelvis y genitales externos",46-55,1.15
S38,"Lesión por aplastamiento y amputación traumática de abdomen, parte inferior de la espalda, pelvis y genitales externos",56-65,1.75
S39,"Otros traumatismos y los no especificados de abdomen, parte inferior de la espalda, pelvis y genitales externos",16-25,0.76
S39,"Otros traumatismos y los no especificados de abdomen, parte inferior de la espalda, pelvis y genitales externos",26-35,0.9
S39,"Otros traumatismos y los no especificados de abdomen, parte inferior de la espalda, pelvis y genitales externos",36-45,0.98
S39,"Otros traumatismos y los no especificados de abdomen, parte inferior de la espalda, pelvis y genitales externos",46-55,1.1
S39,"Otros traumatismos y los no especificados de abdomen, parte inferior de la espalda, pelvis y genitales externos",56-65,1.37
S40,Traumatismo superficial del hombro y brazo,16-25,0.62
S40,Traumatismo superficial del hombro y brazo,26-35,0.83
S40,Traumatismo superficial del hombro y brazo,36-45,0.82
S40,Traumatismo superficial del hombro y brazo,46-55,1.11
S40,Traumatismo superficial del hombro y brazo,56-65,1.81
S41,Herida abierta del hombro y brazo,16-25,0.84
S41,Herida abierta del hombro y brazo,26-35,0.86
S41,Herida abierta del hombro y brazo,36-45,1.03
S41,Herida abierta del hombro y brazo,46-55,1.02
