CÓDIGO,DESCRIPCIÓN,GRUPO DE OCUPACIÓN,RATIO
M80,Osteoporosis con fractura patológica actual,2,0.77
M80,Osteoporosis con fractura patológica actual,3,1.07
M80,Osteoporosis con fractura patológica actual,4,1.07
M80,Osteoporosis con fractura patológica actual,5,0.86
M80,Osteoporosis con fractura patológica actual,6,0.99
M80,Osteoporosis con fractura patológica actual,7,1.13
M80,Osteoporosis con fractura patológica actual,8,1.01
M80,Osteoporosis con fractura patológica actual,9,0.98
M80,Osteoporosis con fractura patológica actual,10,1.14
M80,Osteoporosis con fractura patológica actual,11,1.15
M80,Osteoporosis con fractura patológica actual,12,1.11
M80,Osteoporosis con fractura patológica actual,13,1.03
M80,Osteoporosis con fractura patológica actual,14,1.12
M80,Osteoporosis con fractura patológica actual,15,1.04
M80,Osteoporosis con fractura patológica actual,16,1.06
M81,Osteoporosis sin fractura patológica actual,1,1
M81,Osteoporosis sin fractura patológica actual,2,0.77
M81,Osteoporosis sin fractura patológica actual,3,1.07
M81,Osteoporosis sin fractura patológica actual,4,1.07
M81,Osteoporosis sin fractura patológica actual,5,0.86
M81,Osteoporosis sin fractura patológica actual,6,0.99
M81,Osteoporosis sin fractura patológica actual,7,1.13
M81,Osteoporosis sin fractura patológica actual,8,1.01
M81,Osteoporosis sin fractura patológica actual,9,0.98
M81,Osteoporosis sin fractura patológica actual,10,1.14
M81,Osteoporosis sin fractura patológica actual,11,1.15
M81,Osteoporosis sin fractura patológica actual,12,1.11
M81,Osteoporosis sin fractura patológica actual,13,1.03
M81,Osteoporosis sin fractura patológica actual,14,1.12
M81,Osteoporosis sin fractura patológica actual,15,1.04
M81,Osteoporosis sin fractura patológica actual,16,1.06
M84,Trastorno de continuidad del hueso,1,1
M84,Trastorno de continuidad del hueso,2,0.77
M84,Trastorno de continuidad del hueso,3,1.07
M84,Trastorno de continuidad del hueso,4,1.07
M84,Trastorno de continuidad del hueso,5,0.86
M84,Trastorno de continuidad del hueso,6,0.99
M84,Trastorno de continuidad del hueso,7,1.13
M84,Trastorno de continuidad del hueso,8,1.01
M84,Trastorno de continuidad del hueso,9,0.98
M84,Trastorno de continuidad del hueso,10,1.14
M84,Trastorno de continuidad del hueso,11,1.15
M84,Trastorno de continuidad del hueso,12,1.11
M84,Trastorno de continuidad del hueso,13,1.03
M84,Trastorno de continuidad del hueso,14,1.12
M84,Trastorno de continuidad del hueso,15,1.04
M84,Trastorno de continuidad del hueso,16,1.06
M85,Otros trastornos de densidad y estructura óseas,1,1
M85,Otros trastornos de densidad y estructura óseas,2,0.77
M85,Otros trastornos de densidad y estructura óseas,3,1.07
M85,Otros trastornos de densidad y estructura óseas,4,1.07
M85,Otros trastornos de densidad y estructura óseas,5,0.86
M85,Otros trastornos de densidad y estructura óseas,6,0.99
M85,Otros trastornos de densidad y estructura óseas,7,1.13
M85,Otros trastornos de densidad y estructura óseas,8,1.01
M85,Otros trastornos de densidad y estructura óseas,9,0.98
M85,Otros trastornos de densidad y estructura óseas,10,1.14
M85,Otros trastornos de densidad y estructura óseas,11,1.15
M85,Otros trastornos de densidad y estructura óseas,12,1.11
M85,Otros trastornos de densidad y estructura óseas,13,1.03
M85,Otros trastornos de densidad y estructura óseas,14,1.12
M85,Otros trastornos de densidad y estructura óseas,15,1.04
M85,Otros trastornos de densidad y estructura óseas,16,1.06
M86,Osteomielitis,4,1.2
M86,Osteomielitis,5,0.73
M86,Osteomielitis,7,1.07
M86,Osteomielitis,8,0.94
M86,Osteomielitis,11,1.33
M86,Osteomielitis,12,1.03
M86,Osteomielitis,13,0.96
M86,Osteomielitis,14,1.09
M86,Osteomielitis,15,1.13
M86,Osteomielitis,16,0.75
M87,Osteonecrosis,1,1
M87,Osteonecrosis,2,0.77
M87,Osteonecrosis,3,1.07
M87,Osteonecrosis,4,1.07
M87,Osteonecrosis,5,0.86
M87,Osteonecrosis,6,0.99
M87,Osteonecrosis,7,1.13
M87,Osteonecrosis,8,1.01
M87,Osteonecrosis,9,0.98
M87,Osteonecrosis,10,1.14
M87,Osteonecrosis,11,1.15
M87,Osteonecrosis,12,1.11
M87,Osteonecrosis,13,1.03
M87,Osteonecrosis,14,1.12
M87,Osteonecrosis,15,1.04
M87,Osteonecrosis,16,1.06
M89,Otros trastornos de hueso,1,1
M89,Otros trastornos de hueso,2,0.77
M89,Otros trastornos de hueso,3,1.07
M89,Otros trastornos de hueso,4,1.07
M89,Otros trastornos de hueso,5,0.86
M89,Otros trastornos de hueso,6,0.99
M89,Otros trastornos de hueso,7,1.13
M89,Otros trastornos de hueso,8,1.01
M89,Otros trastornos de hueso,9,0.98
M89,Otros trastornos de hueso,10,1.14
M89,Otros trastornos de hueso,11,1.15
M89,Otros trastornos de hueso,12,1.11
M89,Otros trastornos de hueso,13,1.03
M89,Otros trastornos de hueso,14,1.12
M89,Otros trastornos de hueso,15,1.04
M89,Otros trastornos de hueso,16,1.06
M93,Otras osteocondropatías,1,0.85
M93,Otras osteocondropatías,2,0.56
M93,Otras osteocondropatías,4,1.07
M93,Otras osteocondropatías,5,1
M93,Otras osteocondropatías,6,0.78
M93,Otras osteocondropatías,7,1.08
M93,Otras osteocondropatías,8,0.92
M93,Otras osteocondropatías,9,1.09
M93,Otras osteocondropatías,10,1.03
M93,Otras osteocondropatías,11,1.26
M93,Otras osteocondropatías,12,1.13
M93,Otras osteocondropatías,13,0.98
M93,Otras osteocondropatías,14,1.1
M93,Otras osteocondropatías,15,1.13
M93,Otras osteocondropatías,16,1
M94,Otros trastornos del cartílago,1,1
M94,Otros trastornos del cartílago,2,0.77
M94,Otros trastornos del cartílago,3,1.07
M94,Otros trastornos del cartílago,4,1.07
M94,Otros trastornos del cartílago,5,0.86
M94,Otros trastornos del cartílago,6,0.99
M94,Otros trastornos del cartílago,7,1.13
M94,Otros trastornos del cartílago,8,1.01
M94,Otros trastornos del cartílago,9,0.98
M94,Otros trastornos del cartílago,10,1.14
M94,Otros trastornos del cartílago,11,1.15
M94,Otros trastornos del cartílago,12,1.11
M94,Otros trastornos del cartílago,13,1.03
M94,Otros trastornos del cartílago,14,1.12
M94,Otros trastornos del cartílago,15,1.04
M94,Otros trastornos del cartílago,16,1.06
N04,Síndrome nefrótico,7,1.11
N04,Síndrome nefrótico,15,0.88
N04,Síndrome nefrótico,16,0.95
N08,Trastornos glomerulares en enfermedades clasificadas bajo otro concepto,16,1.21
N10,Nefritis túbulo-intersticial aguda,2,0.81
N10,Nefritis túbulo-intersticial aguda,4,1.55
N10,Nefritis túbulo-intersticial aguda,5,0.99
N10,Nefritis túbulo-intersticial aguda,6,1.22
N10,Nefritis túbulo-intersticial aguda,7,1.36
N10,Nefritis túbulo-intersticial aguda,8,1.32
N10,Nefritis túbulo-intersticial aguda,15,1.01
N10,Nefritis túbulo-intersticial aguda,16,1.33
N11,Nefritis túbulo-intersticial crónica,2,0.81
N11,Nefritis túbulo-intersticial crónica,4,1.55
N11,Nefritis túbulo-intersticial crónica,5,0.99
N11,Nefritis túbulo-intersticial crónica,6,1.22
N11,Nefritis túbulo-intersticial crónica,7,1.36
N11,Nefritis túbulo-intersticial crónica,8,1.32
N11,Nefritis túbulo-intersticial crónica,15,1.01
N11,Nefritis túbulo-intersticial crónica,16,1.33
N12,"Nefritis túbulo-intersticial, no especificada como aguda ni como crónica",2,0.81
N12,"Nefritis túbulo-intersticial, no especificada como aguda ni como crónica",4,1.55
N12,"Nefritis túbulo-intersticial, no especificada como aguda ni como crónica",5,0.99
N12,"Nefritis túbulo-intersticial, no especificada como aguda ni como crónica",6,1.22
N12,"Nefritis túbulo-intersticial, no especificada como aguda ni como crónica",7,1.36
N12,"Nefritis túbulo-intersticial, no especificada como aguda ni como crónica",8,1.32
N12,"Nefritis túbulo-intersticial, no especificada como aguda ni como crónica",15,1.01
N12,"Nefritis túbulo-intersticial, no especificada como aguda ni como crónica",16,1.33
N13,Uropatía obstructiva y por reflujo,7,1.37
N13,Uropatía obstructiva y por reflujo,15,1.15
N15,Otras enfermedades túbulo-intersticiales renales,16,1.21
N17,Fallo renal agudo,7,1.11
N17,Fallo renal agudo,11,1.15
N17,Fallo renal agudo,12,1
N17,Fallo renal agudo,15,1.16
N17,Fallo renal agudo,16,1.08
N18,Enfermedad renal crónica (ERC),5,0.91
N18,Enfermedad renal crónica (ERC),7,1.19
N18,Enfermedad renal crónica (ERC),8,1.07
N18,Enfermedad renal crónica (ERC),11,0.86
N18,Enfermedad renal crónica (ERC),14,1.15
N18,Enfermedad renal crónica (ERC),15,1.01
N18,Enfermedad renal crónica (ERC),16,1.03
N20,Cálculo de riñón y uréter,2,0.79
N20,Cálculo de riñón y uréter,4,0.72
N20,Cálculo de riñón y uréter,5,0.79
N20,Cálculo de riñón y uréter,7,1.33
N20,Cálculo de riñón y uréter,8,1.14
N20,Cálculo de riñón y uréter,10,1.59
N20,Cálculo de riñón y uréter,11,1.32
N20,Cálculo de riñón y uréter,12,1.17
N20,Cálculo de riñón y uréter,14,1.33
N20,Cálculo de riñón y uréter,15,1.06
N20,Cálculo de riñón y uréter,16,1.31
N28,"Otros trastornos del riñón y del uréter, no clasificados bajo otro concepto",2,0.98
N28,"Otros trastornos del riñón y del uréter, no clasificados bajo otro concepto",4,1.11
N28,"Otros trastornos del riñón y del uréter, no clasificados bajo otro concepto",5,0.88
N28,"Otros trastornos del riñón y del uréter, no clasificados bajo otro concepto",6,1.01
N28,"Otros trastornos del riñón y del uréter, no clasificados bajo otro concepto",7,1.28
N28,"Otros trastornos del riñón y del uréter, no clasificados bajo otro concepto",8,0.95
N28,"Otros trastornos del riñón y del uréter, no clasificados bajo otro concepto",10,1.21
N28,"Otros trastornos del riñón y del uréter, no clasificados bajo otro concepto",11,1.06
N28,"Otros trastornos del riñón y del uréter, no clasificados bajo otro concepto",12,1.18
N28,"Otros trastornos del riñón y del uréter, no clasificados bajo otro concepto",13,1.39
N28,"Otros trastornos del riñón y del uréter, no clasificados bajo otro concepto",14,1.1
N28,"Otros trastornos del riñón y del uréter, no clasificados bajo otro concepto",15,1.06
N28,"Otros trastornos del riñón y del uréter, no clasificados bajo otro concepto",16,1.28
N30,Cistitis,15,1.41
N32,Otros trastornos de vejiga,16,1.25
N35,Estenosis de uretra,4,1.09
N35,Estenosis de uretra,7,1.25
N35,Estenosis de uretra,11,1.27
N35,Estenosis de uretra,14,1.21
N35,Estenosis de uretra,15,1.28
N35,Estenosis de uretra,16,1.31
N39,Otros trastornos del aparato urinario,2,0.78
N39,Otros trastornos del aparato urinario,4,1.25
N39,Otros trastornos del aparato urinario,5,0.56
N39,Otros trastornos del aparato urinario,7,1.19
N39,Otros trastornos del aparato urinario,8,1.08
N39,Otros trastornos del aparato urinario,10,1.52
N39,Otros trastornos del aparato urinario,11,1.45
N39,Otros trastornos del aparato urinario,12,1.23
N39,Otros trastornos del aparato urinario,14,1.46
N39,Otros trastornos del aparato urinario,15,1.13
N39,Otros trastornos del aparato urinario,16,1.41
N40,Hipertrofia de próstata,12,1.32
N40,Hipertrofia de próstata,14,1.37
N41,Enfermedades inflamatorias de próstata,2,0.93
N41,Enfermedades inflamatorias de próstata,4,1.26
N41,Enfermedades inflamatorias de próstata,7,1.59
N41,Enfermedades inflamatorias de próstata,11,1.51
N41,Enfermedades inflamatorias de próstata,14,1.4
N41,Enfermedades inflamatorias de próstata,15,0.83
N43,Hidrocele y espermatocele,11,1.32
N43,Hidrocele y espermatocele,16,1.56
N45,Orquitis y epididimitis,11,0.96
N45,Orquitis y epididimitis,12,1.35
N45,Orquitis y epididimitis,14,1.52
N45,Orquitis y epididimitis,16,0.7
N60,Displasia mamaria benigna,15,1.27
N61,Trastornos inflamatorios de mama,1,1.55
N61,Trastornos inflamatorios de mama,2,0.81
N61,Trastornos inflamatorios de mama,4,1.06
N61,Trastornos inflamatorios de mama,5,1.15
N61,Trastornos inflamatorios de mama,6,1.63
N61,Trastornos inflamatorios de mama,7,1.53
N61,Trastornos inflamatorios de mama,8,0.87
N61,Trastornos inflamatorios de mama,12,1.91
N61,Trastornos inflamatorios de mama,15,1.13
N61,Trastornos inflamatorios de mama,16,1.35
N62,Hipertrofia mamaria,1,1.55
N62,Hipertrofia mamaria,2,0.81
N62,Hipertrofia mamaria,4,1.06
N62,Hipertrofia mamaria,5,1.15
N62,Hipertrofia mamaria,6,1.63
N62,Hipertrofia mamaria,7,1.53
N62,Hipertrofia mamaria,8,0.87
N62,Hipertrofia mamaria,12,1.91
N62,Hipertrofia mamaria,15,1.13
N62,Hipertrofia mamaria,16,1.35
N63,Masa o bulto no especificado de mama,1,1.55
N63,Masa o bulto no especificado de mama,2,0.81
N63,Masa o bulto no especificado de mama,4,1.06
N63,Masa o bulto no especificado de mama,5,1.15
N63,Masa o bulto no especificado de mama,6,1.63
N63,Masa o bulto no especificado de mama,7,1.53
N63,Masa o bulto no especificado de mama,8,0.87
N63,Masa o bulto no especificado de mama,12,1.91
N63,Masa o bulto no especificado de mama,15,1.13
N63,Masa o bulto no especificado de mama,16,1.35
N64,Otros trastornos mamarios,1,1.55
N64,Otros trastornos mamarios,2,0.81
N64,Otros trastornos mamarios,4,1.06
N64,Otros trastornos mamarios,5,1.15
N64,Otros trastornos mamarios,6,1.63
N64,Otros trastornos mamarios,7,1.53
N64,Otros trastornos mamarios,8,0.87
N64,Otros trastornos mamarios,12,1.91
N64,Otros trastornos mamarios,15,1.13
N64,Otros trastornos mamarios,16,1.35
N70,Salpingitis y ooforitis,7,1.73
N70,Salpingitis y ooforitis,15,0.87
N72,Enfermedad inflamatoria del cuello uterino,15,1.64
N73,Otras enfermedades inflamatorias pélvicas femeninas,7,1.73
N73,Otras enfermedades inflamatorias pélvicas femeninas,15,0.87
N75,Enfermedades de la glándula de Bartolino,15,1.64
N76,Otros tipos de inflamación vaginal y vulvar,15,1.64
N77,Ulceración e inflamación vulvovaginal por otras enfermedades clasificadas bajo otro concepto,15,1.64
N80,Endometriosis,2,1
N80,Endometriosis,4,1.41
N80,Endometriosis,5,1.03
N80,Endometriosis,6,1.27
N80,Endometriosis,7,1.33
N80,Endometriosis,8,1.17
N80,Endometriosis,15,1.04
N80,Endometriosis,16,1.19
N81,Prolapso genital femenino,2,0.97
N81,Prolapso genital femenino,7,1.06
N81,Prolapso genital femenino,8,1.15
N81,Prolapso genital femenino,10,1.71
N81,Prolapso genital femenino,12,1.31
N81,Prolapso genital femenino,15,1.13
N81,Prolapso genital femenino,16,1.65
N83,"Trastornos no inflamatorios del ovario, trompa de Falopio y ligamento ancho",2,0.97
N83,"Trastornos no inflamatorios del ovario, trompa de Falopio y ligamento ancho",5,0.96
N83,"Trastornos no inflamatorios del ovario, trompa de Falopio y ligamento ancho",7,1.66
N83,"Trastornos no inflamatorios del ovario, trompa de Falopio y ligamento ancho",8,1.66
N83,"Trastornos no inflamatorios del ovario, trompa de Falopio y ligamento ancho",15,1.05
N83,"Trastornos no inflamatorios del ovario, trompa de Falopio y ligamento ancho",16,1.13
N84,Pólipo del tracto genital femenino,2,1.06
N84,Pólipo del tracto genital femenino,5,1.04
N84,Pólipo del tracto genital femenino,7,1.23
N84,Pólipo del tracto genital femenino,8,0.92
N84,Pólipo del tracto genital femenino,15,1.2
N85,"Otros trastornos no inflamatorios del útero, con excepción del cervix",2,1.06
N85,"Otros trastornos no inflamatorios del útero, con excepción del cervix",5,1.04
N85,"Otros trastornos no inflamatorios del útero, con excepción del cervix",7,1.23
N85,"Otros trastornos no inflamatorios del útero, con excepción del cervix",8,0.92
N85,"Otros trastornos no inflamatorios del útero, con excepción del cervix",15,1.2
N91,"Menstruación ausente, escasa e infrecuente",2,0.96
N91,"Menstruación ausente, escasa e infrecuente",5,1.12
N91,"Menstruación ausente, escasa e infrecuente",6,0.96
N91,"Menstruación ausente, escasa e infrecuente",7,1.18
N91,"Menstruación ausente, escasa e infrecuente",8,1.26
N91,"Menstruación ausente, escasa e infrecuente",15,1.08
N91,"Menstruación ausente, escasa e infrecuente",16,1.25
N92,"Menstruación excesiva, frecuente e irregular",2,0.96
N92,"Menstruación excesiva, frecuente e irregular",5,1.12
N92,"Menstruación excesiva, frecuente e irregular",6,0.96
N92,"Menstruación excesiva, frecuente e irregular",7,1.18
N92,"Menstruación excesiva, frecuente e irregular",8,1.26
N92,"Menstruación excesiva, frecuente e irregular",15,1.08
N92,"Menstruación excesiva, frecuente e irregular",16,1.25
N93,Otro tipo de sangrado anormal uterino y vaginal,2,0.96
N93,Otro tipo de sangrado anormal uterino y vaginal,5,1.12
N93,Otro tipo de sangrado anormal uterino y vaginal,6,0.96
N93,Otro tipo de sangrado anormal uterino y vaginal,7,1.18
N93,Otro tipo de sangrado anormal uterino y vaginal,8,1.26
N93,Otro tipo de sangrado anormal uterino y vaginal,15,1.08
N93,Otro tipo de sangrado anormal uterino y vaginal,16,1.25
N94,Dolor y otras afecciones asociadas a órganos genitales femeninos y al ciclo menstrual,8,1.02
N94,Dolor y otras afecciones asociadas a órganos genitales femeninos y al ciclo menstrual,15,1.13
N97,Infertilidad femenina,2,1.08
N97,Infertilidad femenina,8,0.92
O00,Embarazo ectópico,2,1.15
O00,Embarazo ectópico,5,0.83
O00,Embarazo ectópico,7,1.27
O00,Embarazo ectópico,15,0.79
O03,Aborto espontáneo,2,1.07
O03,Aborto espontáneo,5,1.09
O03,Aborto espontáneo,7,1.76
O03,Aborto espontáneo,8,1.25
O03,Aborto espontáneo,15,0.87
O03,Aborto espontáneo,16,1.28
O08,Complicaciones después de un embarazo ectópico y molar,2,0.95
O08,Complicaciones después de un embarazo ectópico y molar,4,1.1
O08,Complicaciones después de un embarazo ectópico y molar,5,1.38
O08,Complicaciones después de un embarazo ectópico y molar,7,1.07
O08,Complicaciones después de un embarazo ectópico y molar,15,0.92
O10,"Hipertensión preexistente que complica el embarazo, parto y puerperio",2,1.01
O10,"Hipertensión preexistente que complica el embarazo, parto y puerperio",5,1.04
O10,"Hipertensión preexistente que complica el embarazo, parto y puerperio",6,0.92
O10,"Hipertensión preexistente que complica el embarazo, parto y puerperio",7,1.12
O10,"Hipertensión preexistente que complica el embarazo, parto y puerperio",8,1.19
O10,"Hipertensión preexistente que complica el embarazo, parto y puerperio",15,1.07
O10,"Hipertensión preexistente que complica el embarazo, parto y puerperio",16,1.14
O12,Edema y proteinuria gestacional [inducidos por el embarazo] sin hipertensión,1,1.03
O12,Edema y proteinuria gestacional [inducidos por el embarazo] sin hipertensión,2,1.14
O12,Edema y proteinuria gestacional [inducidos por el embarazo] sin hipertensión,3,1.11
O12,Edema y proteinuria gestacional [inducidos por el embarazo] sin hipertensión,4,1.24
O12,Edema y proteinuria gestacional [inducidos por el embarazo] sin hipertensión,5,1.01
O12,Edema y proteinuria gestacional [inducidos por el embarazo] sin hipertensión,6,1.17
O12,Edema y proteinuria gestacional [inducidos por el embarazo] sin hipertensión,7,1.31
O12,Edema y proteinuria gestacional [inducidos por el embarazo] sin hipertensión,8,1.29
O12,Edema y proteinuria gestacional [inducidos por el embarazo] sin hipertensión,9,1.32
O12,Edema y proteinuria gestacional [inducidos por el embarazo] sin hipertensión,10,1.17
O12,Edema y proteinuria gestacional [inducidos por el embarazo] sin hipertensión,12,1.29
O12,Edema y proteinuria gestacional [inducidos por el embarazo] sin hipertensión,13,1.54
O12,Edema y proteinuria gestacional [inducidos por el embarazo] sin hipertensión,15,1.06
O12,Edema y proteinuria gestacional [inducidos por el embarazo] sin hipertensión,16,1.29
O12,Edema y proteinuria gestacional [inducidos por el embarazo] sin hipertensión,17,1.26
O13,Hipertensión gestacional [inducida por el embarazo] sin proteinuria significativa,2,1.01
O13,Hipertensión gestacional [inducida por el embarazo] sin proteinuria significativa,5,1.04
O13,Hipertensión gestacional [inducida por el embarazo] sin proteinuria significativa,6,0.92
O13,Hipertensión gestacional [inducida por el embarazo] sin proteinuria significativa,7,1.12
O13,Hipertensión gestacional [inducida por el embarazo] sin proteinuria significativa,8,1.19
O13,Hipertensión gestacional [inducida por el embarazo] sin proteinuria significativa,15,1.07
O13,Hipertensión gestacional [inducida por el embarazo] sin proteinuria significativa,16,1.14
O14,Preeclampsia,2,1.01
O14,Preeclampsia,5,1.04
O14,Preeclampsia,6,0.92
O14,Preeclampsia,7,1.12
O14,Preeclampsia,8,1.19
O14,Preeclampsia,15,1.07
O14,Preeclampsia,16,1.14
O15,Eclampsia,2,1.01
O15,Eclampsia,5,1.04
O15,Eclampsia,6,0.92
O15,Eclampsia,7,1.12
O15,Eclampsia,8,1.19
O15,Eclampsia,15,1.07
O15,Eclampsia,16,1.14
O20,Hemorragia en la fase temprana del embarazo,1,1.14
O20,Hemorragia en la fase temprana del embarazo,2,1.08
O20,Hemorragia en la fase temprana del embarazo,3,1.02
O20,Hemorragia en la fase temprana del embarazo,4,1.06
O20,Hemorragia en la fase temprana del embarazo,5,1.06
O20,Hemorragia en la fase temprana del embarazo,6,1.04
O20,Hemorragia en la fase temprana del embarazo,7,1.05
O20,Hemorragia en la fase temprana del embarazo,8,1.16
O20,Hemorragia en la fase temprana del embarazo,9,1.19
O20,Hemorragia en la fase temprana del embarazo,10,1.29
O20,Hemorragia en la fase temprana del embarazo,12,1.15
O20,Hemorragia en la fase temprana del embarazo,13,1.14
O20,Hemorragia en la fase temprana del embarazo,15,1.02
O20,Hemorragia en la fase temprana del embarazo,16,1.15
O21,Vómitos excesivos en el embarazo,2,1.06
O21,Vómitos excesivos en el embarazo,3,1.11
O21,Vómitos excesivos en el embarazo,4,1.01
O21,Vómitos excesivos en el embarazo,5,1.07
O21,Vómitos excesivos en el embarazo,6,1.08
O21,Vómitos excesivos en el embarazo,7,1.06
O21,Vómitos excesivos en el embarazo,8,1.11
O21,Vómitos excesivos en el embarazo,9,1.09
O21,Vómitos excesivos en el embarazo,12,0.92
O21,Vómitos excesivos en el embarazo,13,1.14
O21,Vómitos excesivos en el embarazo,15,0.97
O21,Vómitos excesivos en el embarazo,16,1.16
O23,Infecciones del tracto genitourinario en el embarazo,1,1.03
O23,Infecciones del tracto genitourinario en el embarazo,2,1.14
O23,Infecciones del tracto genitourinario en el embarazo,3,1.11
O23,Infecciones del tracto genitourinario en el embarazo,4,1.24
O23,Infecciones del tracto genitourinario en el embarazo,5,1.01
O23,Infecciones del tracto genitourinario en el embarazo,6,1.17
O23,Infecciones del tracto genitourinario en el embarazo,7,1.31
O23,Infecciones del tracto genitourinario en el embarazo,8,1.29
O23,Infecciones del tracto genitourinario en el embarazo,9,1.32
O23,Infecciones del tracto genitourinario en el embarazo,10,1.17
O23,Infecciones del tracto genitourinario en el embarazo,12,1.29
O23,Infecciones del tracto genitourinario en el embarazo,13,1.54
O23,Infecciones del tracto genitourinario en el embarazo,15,1.06
O23,Infecciones del tracto genitourinario en el embarazo,16,1.29
O23,Infecciones del tracto genitourinario en el embarazo,17,1.26
O24,"Diabetes mellitus en el embarazo, parto y puerperio",1,1.11
O24,"Diabetes mellitus en el embarazo, parto y puerperio",2,1.04
O24,"Diabetes mellitus en el embarazo, parto y puerperio",3,1.16
O24,"Diabetes mellitus en el embarazo, parto y puerperio",4,1.1
O24,"Diabetes mellitus en el embarazo, parto y puerperio",5,1
O24,"Diabetes mellitus en el embarazo, parto y puerperio",6,0.83
O24,"Diabetes mellitus en el embarazo, parto y puerperio",7,1.34
O24,"Diabetes mellitus en el embarazo, parto y puerperio",8,1.23
O24,"Diabetes mellitus en el embarazo, parto y puerperio",12,1.33
O24,"Diabetes mellitus en el embarazo, parto y puerperio",15,1.02
O24,"Diabetes mellitus en el embarazo, parto y puerperio",16,1.3
O26,Atención materna por otras afecciones predominantemente relacionadas con el embarazo,1,1.03
O26,Atención materna por otras afecciones predominantemente relacionadas con el embarazo,2,1.14
O26,Atención materna por otras afecciones predominantemente relacionadas con el embarazo,3,1.11
O26,Atención materna por otras afecciones predominantemente relacionadas con el embarazo,4,1.24
O26,Atención materna por otras afecciones predominantemente relacionadas con el embarazo,5,1.01
O26,Atención materna por otras afecciones predominantemente relacionadas con el embarazo,6,1.17
O26,Atención materna por otras afecciones predominantemente relacionadas con el embarazo,7,1.31
O26,Atención materna por otras afecciones predominantemente relacionadas con el embarazo,8,1.29
O26,Atención materna por otras afecciones predominantemente relacionadas con el embarazo,9,1.32
O26,Atención materna por otras afecciones predominantemente relacionadas con el embarazo,10,1.17
O26,Atención materna por otras afecciones predominantemente relacionadas con el embarazo,12,1.29
O26,Atención materna por otras afecciones predominantemente relacionadas con el embarazo,13,1.54
O26,Atención materna por otras afecciones predominantemente relacionadas con el embarazo,15,1.06
O26,Atención materna por otras afecciones predominantemente relacionadas con el embarazo,16,1.29
O26,Atención materna por otras afecciones predominantemente relacionadas con el embarazo,17,1.26
O30,Embarazo múltiple,2,1.07
O30,Embarazo múltiple,4,1.03
O30,Embarazo múltiple,5,1.06
O30,Embarazo múltiple,6,1.1
O30,Embarazo múltiple,7,1.05
O30,Embarazo múltiple,8,1.15
O30,Embarazo múltiple,15,1.03
O30,Embarazo múltiple,16,1.24
O36,Atención materna por otros problemas fetales,2,0.82
O43,Trastornos de la placenta,2,0.82
O44,Placenta previa,2,1.08
O44,Placenta previa,4,1.27
O44,Placenta previa,5,1.01
O44,Placenta previa,6,0.88
O44,Placenta previa,7,1.18
O44,Placenta previa,8,1.15
O44,Placenta previa,15,0.98
O44,Placenta previa,16,1.21
O45,Desprendimiento prematuro de placenta [abruptio placentae],2,1.08
O45,Desprendimiento prematuro de placenta [abruptio placentae],4,1.27
O45,Desprendimiento prematuro de placenta [abruptio placentae],5,1.01
O45,Desprendimiento prematuro de placenta [abruptio placentae],6,0.88
O45,Desprendimiento prematuro de placenta [abruptio placentae],7,1.18
O45,Desprendimiento prematuro de placenta [abruptio placentae],8,1.15
O45,Desprendimiento prematuro de placenta [abruptio placentae],15,0.98
O45,Desprendimiento prematuro de placenta [abruptio placentae],16,1.21
O46,"Hemorragia anteparto, no clasificada bajo otro concepto",2,1.08
O46,"Hemorragia anteparto, no clasificada bajo otro concepto",4,1.27
O46,"Hemorragia anteparto, no clasificada bajo otro concepto",5,1.01
O46,"Hemorragia anteparto, no clasificada bajo otro concepto",6,0.88
O46,"Hemorragia anteparto, no clasificada bajo otro concepto",7,1.18
O46,"Hemorragia anteparto, no clasificada bajo otro concepto",8,1.15
O46,"Hemorragia anteparto, no clasificada bajo otro concepto",15,0.98
O46,"Hemorragia anteparto, no clasificada bajo otro concepto",16,1.21
O60,Trabajo de parto prematuro,2,1.1
O60,Trabajo de parto prematuro,3,1.09
O60,Trabajo de parto prematuro,4,1.05
O60,Trabajo de parto prematuro,5,1.08
O60,Trabajo de parto prematuro,6,0.92
O60,Trabajo de parto prematuro,7,1.06
O60,Trabajo de parto prematuro,8,1.3
O60,Trabajo de parto prematuro,15,0.98
O60,Trabajo de parto prematuro,16,1.32
O94,"Secuelas de complicaciones del embarazo, parto y puerperio",2,1.12
O94,"Secuelas de complicaciones del embarazo, parto y puerperio",15,1.05
O99,"Otras enfermedades maternas clasificadas bajo otro concepto pero que complican el embarazo, parto y puerperio",1,1.11
O99,"Otras enfermedades maternas clasificadas bajo otro concepto pero que complican el embarazo, parto y puerperio",2,1.04
O99,"Otras enfermedades maternas clasificadas bajo otro concepto pero que complican el embarazo, parto y puerperio",3,1.16
O99,"Otras enfermedades maternas clasificadas bajo otro concepto pero que complican el embarazo, parto y puerperio",4,1.1
O99,"Otras enfermedades maternas clasificadas bajo otro concepto pero que complican el embarazo, parto y puerperio",5,1
O99,"Otras enfermedades maternas clasificadas bajo otro concepto pero que complican el embarazo, parto y puerperio",6,0.83
O99,"Otras enfermedades maternas clasificadas bajo otro concepto pero que complican el embarazo, parto y puerperio",7,1.34
