codigo,descripcion,sexo,ratio
Q97,"Otras anomalías de cromosomas sexuales, fenotipo femenino, no clasificadas bajo otro concepto",mujer,0.85
Q98,"Otras anomalías cromosómicas sexuales, fenotipo masculino, no clasificadas bajo otro concepto",mujer,0.85
Q99,"Otras anomalías cromosómicas, no clasificadas bajo otro concepto",mujer,0.85
R00,Alteraciones del latido cardiaco,hombre,1.11
R00,Alteraciones del latido cardiaco,mujer,0.91
R01,Soplos y otros ruidos cardiacos,hombre,1.11
R01,Soplos y otros ruidos cardiacos,mujer,0.91
R03,"Medida de presión arterial anormal, sin diagnóstico",hombre,1.01
R03,"Medida de presión arterial anormal, sin diagnóstico",mujer,0.99
R04,Hemorragia de las vías respiratorias,hombre,1.11
R04,Hemorragia de las vías respiratorias,mujer,0.94
R05,Tos,hombre,1.14
R05,Tos,mujer,0.84
R06,Alteraciones de la respiración,hombre,1.14
R06,Alteraciones de la respiración,mujer,0.84
R07,Dolor de garganta y de tórax,hombre,1.11
R07,Dolor de garganta y de tórax,mujer,0.94
R09,Otros síntomas y signos que afectan a los aparatos circulatorio y respiratorio,hombre,1.11
R09,Otros síntomas y signos que afectan a los aparatos circulatorio y respiratorio,mujer,0.91
R10,Dolor abdominal y pélvico,hombre,0.92
R10,Dolor abdominal y pélvico,mujer,1.04
R11,Náusea y vómito,hombre,0.74
R11,Náusea y vómito,mujer,1.2
R12,Acidez,hombre,0.74
R12,Acidez,mujer,1.2
R13,Afagia y disfagia,hombre,0.74
R13,Afagia y disfagia,mujer,1.2
R14,Flatulencia y afecciones afines,hombre,0.74
R14,Flatulencia y afecciones afines,mujer,1.2
R15,Incontinencia fecal,hombre,0.74
R15,Incontinencia fecal,mujer,1.2
R16,"Hepatomegalia y esplenomegalia, no clasificadas bajo otro concepto",hombre,0.92
R16,"Hepatomegalia y esplenomegalia, no clasificadas bajo otro concepto",mujer,1.04
R17,Ictericia no especificada,hombre,1.04
R17,Ictericia no especificada,mujer,0.97
R18,Ascitis,hombre,0.92
R18,Ascitis,mujer,1.04
R19,Otros síntomas y signos que afectan al aparato digestivo y el abdomen,hombre,0.92
R19,Otros síntomas y signos que afectan al aparato digestivo y el abdomen,mujer,1.04
R20,Alteraciones de la sensibilidad cutánea,hombre,1.04
R20,Alteraciones de la sensibilidad cutánea,mujer,0.97
R21,Exantema y otras erupciones cutáneas inespecíficas,hombre,1.04
R21,Exantema y otras erupciones cutáneas inespecíficas,mujer,0.97
R22,"Tumefacción, masa o bulto de la piel y del tejido celular subcutáneo localizados",hombre,1.04
R22,"Tumefacción, masa o bulto de la piel y del tejido celular subcutáneo localizados",mujer,0.97
R23,Otras alteraciones cutáneas,hombre,1.04
R23,Otras alteraciones cutáneas,mujer,0.97
R25,Movimientos anormales involuntarios,hombre,1
R25,Movimientos anormales involuntarios,mujer,1
R27,Otras alteraciones de la coordinación motora,hombre,1
R27,Otras alteraciones de la coordinación motora,mujer,1
R29,Otros síntomas y signos con afectación de sistema nervioso y aparato musculoesquelético,hombre,1
R29,Otros síntomas y signos con afectación de sistema nervioso y aparato musculoesquelético,mujer,1
R30,Dolor asociado a la micción,hombre,0.91
R30,Dolor asociado a la micción,mujer,1.1
R31,Hematuria,hombre,1.35
R31,Hematuria,mujer,0.81
R32,Incontinencia urinaria no especificada,hombre,0.91
R32,Incontinencia urinaria no especificada,mujer,1.1
R33,Retención urinaria,hombre,0.91
R33,Retención urinaria,mujer,1.1
R34,Anuria y oliguria,hombre,0.91
R34,Anuria y oliguria,mujer,1.1
R35,Poliuria,hombre,0.91
R35,Poliuria,mujer,1.1
R39,"Otros síntomas y signos que afectan al aparato genitourinario, y los no especificados",hombre,0.91
R39,"Otros síntomas y signos que afectan al aparato genitourinario, y los no especificados",mujer,1.1
R40,"Somnolencia, estupor y coma",hombre,0.99
R40,"Somnolencia, estupor y coma",mujer,1.01
R42,Mareo y desvanecimiento,hombre,0.99
R42,Mareo y desvanecimiento,mujer,1.01
R43,Trastornos del olfato y del gusto,hombre,1
R43,Trastornos del olfato y del gusto,mujer,1
R44,Otros síntomas y signos que afectan a las sensaciones y percepciones generales,hombre,0.99
R44,Otros síntomas y signos que afectan a las sensaciones y percepciones generales,mujer,1.01
R45,Síntomas y signos que afectan al estado emocional,hombre,1
R45,Síntomas y signos que afectan al estado emocional,mujer,1
R47,"Alteraciones del habla, no clasificadas bajo otro concepto",hombre,1.11
R47,"Alteraciones del habla, no clasificadas bajo otro concepto",mujer,0.94
R49,Trastornos de la voz y la resonancia,hombre,1.11
R49,Trastornos de la voz y la resonancia,mujer,0.94
R50,Fiebre de otro origen y de origen desconocido,hombre,0.99
R50,Fiebre de otro origen y de origen desconocido,mujer,1.01
R51,Cefalea,hombre,1.11
R51,Cefalea,mujer,0.94
R53,Malestar y fatiga,hombre,0.99
R53,Malestar y fatiga,mujer,1.01
R55,Síncope y colapso,hombre,0.99
R55,Síncope y colapso,mujer,1.01
R56,"Convulsiones, no clasificadas bajo otro concepto",hombre,0.99
R56,"Convulsiones, no clasificadas bajo otro concepto",mujer,1.01
R58,"Hemorragia, no clasificada bajo otro concepto",hombre,1.13
R58,"Hemorragia, no clasificada bajo otro concepto",mujer,0.93
R59,Adenomegalia,hombre,1.11
R59,Adenomegalia,mujer,0.91
R60,"Edema, no clasificado bajo otro concepto",hombre,1.04
R60,"Edema, no clasificado bajo otro concepto",mujer,0.97
R61,Hiperhidrosis generalizada,hombre,0.99
R61,Hiperhidrosis generalizada,mujer,1.01
R63,Síntomas y signos relacionados con la alimentación y la ingesta de líquidos,hombre,1.03
R63,Síntomas y signos relacionados con la alimentación y la ingesta de líquidos,mujer,0.97
R68,Otros síntomas y signos generales,hombre,0.99
R68,Otros síntomas y signos generales,mujer,1.01
R69,Enfermedad NEOM,hombre,1
R69,Enfermedad NEOM,mujer,1
R71,Anomalía de los hematíes,hombre,1.04
R71,Anomalía de los hematíes,mujer,0.96
R73,Elevación del nivel de glucosa en sangre,hombre,1.04
R73,Elevación del nivel de glucosa en sangre,mujer,0.96
R74,Niveles anormales de enzimas en suero,hombre,1.04
R74,Niveles anormales de enzimas en suero,mujer,0.96
R78,Hallazgo de drogas y otras sustancias que no se encuentran normalmente en sangre,hombre,1.04
R78,Hallazgo de drogas y otras sustancias que no se encuentran normalmente en sangre,mujer,0.96
R80,Proteinuria,hombre,1.2
R80,Proteinuria,mujer,0.8
R82,Otros hallazgos anormales y los no especificados en orina,hombre,1.2
R82,Otros hallazgos anormales y los no especificados en orina,mujer,0.8
R87,Resultados anormales en muestras tomadas de órganos genitales femeninos,hombre,0.72
R87,Resultados anormales en muestras tomadas de órganos genitales femeninos,mujer,1.26
R89,"Resultados anormales en muestras tomadas de otros órganos, sistemas y tejidos",hombre,0.72
R89,"Resultados anormales en muestras tomadas de otros órganos, sistemas y tejidos",mujer,1.26
R90,Hallazgos anormales en diagnóstico por imagen del sistema nervioso central,hombre,1.11
R90,Hallazgos anormales en diagnóstico por imagen del sistema nervioso central,mujer,0.94
R91,Hallazgos anormales en pruebas de imagen del pulmón,hombre,1.06
R91,Hallazgos anormales en pruebas de imagen del pulmón,mujer,0.97
R92,Hallazgos anormales y hallazgos no concluyentes en pruebas de imagen de mama,hombre,1.06
R92,Hallazgos anormales y hallazgos no concluyentes en pruebas de imagen de mama,mujer,0.97
R93,Hallazgos anormales en diagnóstico por imagen de otras partes del cuerpo,hombre,1.06
R93,Hallazgos anormales en diagnóstico por imagen de otras partes del cuerpo,mujer,0.97
R94,Resultados anormales de estudios funcionales,hombre,1.25
R94,Resultados anormales de estudios funcionales,mujer,0.77
R97,Marcadores tumorales anómalos,hombre,1.53
R97,Marcadores tumorales anómalos,mujer,0.93
R99,Causas de mortalidad mal definidas y desconocidas,hombre,1.03
R99,Causas de mortalidad mal definidas y desconocidas,mujer,0.91
S00,Traumatismo superficial de la cabeza,hombre,0.95
S00,Traumatismo superficial de la cabeza,mujer,1.09
S01,Herida abierta de la cabeza,hombre,0.95
S01,Herida abierta de la cabeza,mujer,1.17
S02,Fractura de cráneo y huesos de la cara,hombre,0.92
S02,Fractura de cráneo y huesos de la cara,mujer,1.22
S03,Luxación y esguince de articulaciones y ligamentos de la cabeza,hombre,0.9
S03,Luxación y esguince de articulaciones y ligamentos de la cabeza,mujer,1.07
S04,Traumatismo de nervios craneales,hombre,1.05
S04,Traumatismo de nervios craneales,mujer,0.95
S05,Traumatismo del ojo y órbita,hombre,1.09
S05,Traumatismo del ojo y órbita,mujer,0.66
S06,Traumatismo intracraneal,hombre,1.03
S06,Traumatismo intracraneal,mujer,0.94
S07,Lesión por aplastamiento de la cabeza,hombre,0.86
S07,Lesión por aplastamiento de la cabeza,mujer,1.2
S09,Otros traumatismos y traumatismos no especificados de la cabeza,hombre,1.02
S09,Otros traumatismos y traumatismos no especificados de la cabeza,mujer,0.97
S10,Traumatismo superficial de cuello,hombre,0.92
S10,Traumatismo superficial de cuello,mujer,1.1
S11,Herida abierta del cuello,hombre,0.99
S11,Herida abierta del cuello,mujer,1.03
S12,Fractura de vértebra cervical y otras partes del cuello,hombre,1.05
S12,Fractura de vértebra cervical y otras partes del cuello,mujer,0.94
S13,Luxación y esguince de articulaciones y ligamentos a nivel del cuello,hombre,1.03
S13,Luxación y esguince de articulaciones y ligamentos a nivel del cuello,mujer,0.96
S14,Traumatismo de nervios y médula espinal a nivel del cuello,hombre,1.02
S14,Traumatismo de nervios y médula espinal a nivel del cuello,mujer,0.96
S15,Traumatismo de vasos sanguíneos a nivel del cuello,hombre,0.85
S19,Otros traumatismos especificados y los no especificados del cuello,hombre,0.93
S19,Otros traumatismos especificados y los no especificados del cuello,mujer,1.14
S20,Traumatismo superficial del tórax,hombre,0.93
S20,Traumatismo superficial del tórax,mujer,1.13
S21,Herida abierta del tórax,hombre,0.98
S21,Herida abierta del tórax,mujer,1.06
S22,"Fractura de costilla(s), esternón y columna dorsal",hombre,0.99
S22,"Fractura de costilla(s), esternón y columna dorsal",mujer,1.03
S23,Luxación y esguince de articulaciones y ligamentos del tórax,hombre,1.09
S23,Luxación y esguince de articulaciones y ligamentos del tórax,mujer,0.86
S24,Traumatismo de nervios y médula espinal a nivel del tórax,hombre,1.13
S24,Traumatismo de nervios y médula espinal a nivel del tórax,mujer,0.88
S25,Traumatismo de vasos sanguíneos del tórax,hombre,0.94
S26,Traumatismo de corazón,hombre,1.03
S26,Traumatismo de corazón,mujer,0.89
S27,Traumatismo de otros órganos intratorácicos y los no especificados,hombre,1.02
S27,Traumatismo de otros órganos intratorácicos y los no especificados,mujer,0.9
S28,"Lesión por aplastamiento del tórax, y amputación traumática de parte del tórax",hombre,0.96
S28,"Lesión por aplastamiento del tórax, y amputación traumática de parte del tórax",mujer,1.05
S29,Otros traumatismos y los no especificados del tórax,hombre,0.96
S29,Otros traumatismos y los no especificados del tórax,mujer,1.05
S30,"Traumatismo superficial de abdomen, parte inferior de la espalda, pelvis y genitales externos",hombre,1.02
S30,"Traumatismo superficial de abdomen, parte inferior de la espalda, pelvis y genitales externos",mujer,0.97
S31,"Herida abierta de abdomen, parte inferior de la espalda, pelvis y genitales externos",hombre,1.3
S31,"Herida abierta de abdomen, parte inferior de la espalda, pelvis y genitales externos",mujer,0.38
S32,Fractura de columna lumbar y pelvis,hombre,1.09
S32,Fractura de columna lumbar y pelvis,mujer,0.88
S33,Luxación y esguince de articulaciones y ligamentos de columna lumbar y pelvis,hombre,0.97
S33,Luxación y esguince de articulaciones y ligamentos de columna lumbar y pelvis,mujer,1.04
S34,"Traumatismo de médula espinal y nervios lumbares y sacros a nivel de abdomen, parte inferior de espalda y pelvis",hombre,1
S34,"Traumatismo de médula espinal y nervios lumbares y sacros a nivel de abdomen, parte inferior de espalda y pelvis",mujer,1
S35,"Traumatismo de vasos sanguíneos a nivel de abdomen, parte inferior de espalda y pelvis",hombre,1.1
S35,"Traumatismo de vasos sanguíneos a nivel de abdomen, parte inferior de espalda y pelvis",mujer,0.88
S36,Traumatismo de órganos intraabdominales,hombre,1.07
S36,Traumatismo de órganos intraabdominales,mujer,0.88
S38,"Lesión por aplastamiento y amputación traumática de abdomen, parte inferior de la espalda, pelvis y genitales externos",hombre,0.96
S38,"Lesión por aplastamiento y amputación traumática de abdomen, parte inferior de la espalda, pelvis y genitales externos",mujer,1.05
S39,"Otros traumatismos y los no especificados de abdomen, parte inferior de la espalda, pelvis y genitales externos",hombre,0.93
S39,"Otros traumatismos y los no especificados de abdomen, parte inferior de la espalda, pelvis y genitales externos",mujer,1.14
S40,Traumatismo superficial del hombro y brazo,hombre,0.87
S40,Traumatismo superficial del hombro y brazo,mujer,1.24
S41,Herida abierta del hombro y brazo,hombre,0.99
S41,Herida abierta del hombro y brazo,mujer,1.02
S42,Fractura del hombro y brazo,hombre,0.98
S42,Fractura del hombro y brazo,mujer,1.15
S43,Luxación y esguince de articulaciones y ligamentos de cintura escapular,hombre,0.98
S43,Luxación y esguince de articulaciones y ligamentos de cintura escapular,mujer,1.04
S44,Traumatismo de nervios a nivel del hombro y brazo,hombre,1.08
S44,Traumatismo de nervios a nivel del hombro y brazo,mujer,0.88
S45,Traumatismo de vasos sanguíneos a nivel del hombro y brazo,hombre,1.09
S45,Traumatismo de vasos sanguíneos a nivel del hombro y brazo,mujer,0.84
S46,"Traumatismo de músculo, fascia y tendón a nivel del hombro y brazo",hombre,1.02
S46,"Traumatismo de músculo, fascia y tendón a nivel del hombro y brazo",mujer,0.96
S47,Traumatismo por aplastamiento del hombro y brazo,hombre,1.02
S47,Traumatismo por aplastamiento del hombro y brazo,mujer,0.95
S49,Otros traumatismos y los no especificados del hombro y brazo,hombre,1.09
S49,Otros traumatismos y los no especificados del hombro y brazo,mujer,0.91
S50,Traumatismo superficial de codo y antebrazo,hombre,0.91
S50,Traumatismo superficial de codo y antebrazo,mujer,1.2
S51,Herida abierta de codo y antebrazo,hombre,1.02
S51,Herida abierta de codo y antebrazo,mujer,0.91
S52,Fractura de antebrazo,hombre,0.95
S52,Fractura de antebrazo,mujer,1.06
S53,Luxación y esguince de articulaciones y ligamentos de codo,hombre,0.97
S53,Luxación y esguince de articulaciones y ligamentos de codo,mujer,1.07
S54,Traumatismo de nervios a nivel de antebrazo,hombre,1.08
S54,Traumatismo de nervios a nivel de antebrazo,mujer,0.88
S55,Traumatismo de vasos sanguíneos a nivel de antebrazo,hombre,1.09
S55,Traumatismo de vasos sanguíneos a nivel de antebrazo,mujer,0.84
S56,"Traumatismo de músculo, fascia y tendón a nivel de antebrazo",hombre,0.93
S56,"Traumatismo de músculo, fascia y tendón a nivel de antebrazo",mujer,1.14
S57,Traumatismo por aplastamiento de codo y antebrazo,hombre,1.02
S57,Traumatismo por aplastamiento de codo y antebrazo,mujer,0.95
S58,Amputación traumática de codo y antebrazo,hombre,1.12
S58,Amputación traumática de codo y antebrazo,mujer,0.67
S59,Otros traumatismos y los no especificados de codo y antebrazo,hombre,0.95
S59,Otros traumatismos y los no especificados de codo y antebrazo,mujer,1.06
S60,"Traumatismo superficial de muñeca, mano y dedos de la mano",hombre,1.01
S60,"Traumatismo superficial de muñeca, mano y dedos de la mano",mujer,0.98
S61,"Herida abierta de muñeca, mano y dedos de la mano",hombre,1.01
S61,"Herida abierta de muñeca, mano y dedos de la mano",mujer,0.97
S62,Fractura a nivel de muñeca y mano,hombre,1
S62,Fractura a nivel de muñeca y mano,mujer,1.01
S63,Luxación y esguince de articulaciones y ligamentos a nivel de muñeca y mano,hombre,0.95
S63,Luxación y esguince de articulaciones y ligamentos a nivel de muñeca y mano,mujer,1.07
S64,Lesión de nervios a nivel de muñeca y mano,hombre,1.08
S64,Lesión de nervios a nivel de muñeca y mano,mujer,0.88
S65,Traumatismo de vasos sanguíneos a nivel de muñeca y mano,hombre,1.09
S65,Traumatismo de vasos sanguíneos a nivel de muñeca y mano,mujer,0.84
S66,"Traumatismo de músculo, fascia y tendón a nivel de muñeca y mano",hombre,1.02
S66,"Traumatismo de músculo, fascia y tendón a nivel de muñeca y mano",mujer,0.96
S67,"Lesión por aplastamiento de muñeca, mano y dedos de la mano",hombre,1.02
S67,"Lesión por aplastamiento de muñeca, mano y dedos de la mano",mujer,0.95
S68,"Amputación traumática de muñeca, mano y dedos de la mano",hombre,1.12
S68,"Amputación traumática de muñeca, mano y dedos de la mano",mujer,0.67
S69,"Otros traumatismos y los no especificados de muñeca, mano y dedo(s) de la mano",hombre,1.02
S69,"Otros traumatismos y los no especificados de muñeca, mano y dedo(s) de la mano",mujer,0.96
S70,Traumatismo superficial de cadera y muslo,hombre,1
S70,Traumatismo superficial de cadera y muslo,mujer,1.01
S71,Herida abierta de cadera y muslo,hombre,0.97
S71,Herida abierta de cadera y muslo,mujer,1.22
S72,Fractura de fémur,hombre,1
S72,Fractura de fémur,mujer,1.01
S73,Luxación y esguince de articulación y ligamentos de cadera,hombre,0.93
S73,Luxación y esguince de articulación y ligamentos de cadera,mujer,1.15
S74,Traumatismo de nervios a nivel de cadera y muslo,hombre,1.15
S74,Traumatismo de nervios a nivel de cadera y muslo,mujer,0.83
S75,Traumatismo de vasos sanguíneos a nivel de cadera y muslo,hombre,1.16
S75,Traumatismo de vasos sanguíneos a nivel de cadera y muslo,mujer,0.84
S76,"Traumatismo de músculo, fascia y tendón a nivel de cadera y muslo",hombre,1.02
S76,"Traumatismo de músculo, fascia y tendón a nivel de cadera y muslo",mujer,0.96
S77,Traumatismo por aplastamiento de cadera y muslo,hombre,1.03
S77,Traumatismo por aplastamiento de cadera y muslo,mujer,0.92
S78,Amputación traumática de cadera y muslo,hombre,0.96
S78,Amputación traumática de cadera y muslo,mujer,1.14
S79,Otros traumatismos y los no especificados de cadera y muslo,hombre,1.02
S79,Otros traumatismos y los no especificados de cadera y muslo,mujer,0.96
S80,Traumatismo superficial de rodilla y pierna,hombre,0.98
S80,Traumatismo superficial de rodilla y pierna,mujer,1.02
S81,Herida abierta de rodilla y pierna,hombre,0.99
S81,Herida abierta de rodilla y pierna,mujer,1.04
S82,"Fractura de pierna, incluyendo tobillo",hombre,1.02
S82,"Fractura de pierna, incluyendo tobillo",mujer,0.98
S83,Luxación y esguince de articulaciones y ligamentos de rodilla,hombre,1
S83,Luxación y esguince de articulaciones y ligamentos de rodilla,mujer,1
S85,Traumatismo de vasos sanguíneos a nivel de pierna,hombre,1.16
S85,Traumatismo de vasos sanguíneos a nivel de pierna,mujer,0.84
S86,"Traumatismo de músculo, fascia y tendón a nivel de pierna",hombre,1.02
S86,"Traumatismo de músculo, fascia y tendón a nivel de pierna",mujer,0.96
S87,Lesión por aplastamiento de pierna,hombre,1.03
S87,Lesión por aplastamiento de pierna,mujer,0.92
S88,Amputación traumática de pierna,hombre,0.96
S88,Amputación traumática de pierna,mujer,1.14
S89,Otros traumatismos y los no especificadas de pierna,hombre,1.02
S89,Otros traumatismos y los no especificadas de pierna,mujer,0.96
S90,"Traumatismo superficial de tobillo, pie y dedos de los pies",hombre,0.95
S90,"Traumatismo superficial de tobillo, pie y dedos de los pies",mujer,1.1
S91,"Herida abierta de tobillo, pie y dedos de los pies",hombre,1.08
S91,"Herida abierta de tobillo, pie y dedos de los pies",mujer,0.83
S92,"Fractura de pie y dedos del pie, excepto tobillo",hombre,1.05
S92,"Fractura de pie y dedos del pie, excepto tobillo",mujer,0.94
S93,"Luxación y esguince de articulaciones y ligamentos a nivel de tobillo, pie y dedo(s) del pie",hombre,0.96
S93,"Luxación y esguince de articulaciones y ligamentos a nivel de tobillo, pie y dedo(s) del pie",mujer,1.04
S95,Traumatismo de vasos sanguíneos a nivel de tobillo y pie,hombre,1.16
S95,Traumatismo de vasos sanguíneos a nivel de tobillo y pie,mujer,0.84
S96,Traumatismo de músculo y tendón a nivel de tobillo y pie,hombre,1.02
S96,Traumatismo de músculo y tendón a nivel de tobillo y pie,mujer,0.96
S97,Lesión por aplastamiento de tobillo y pie,hombre,1.03
S97,Lesión por aplastamiento de tobillo y pie,mujer,0.92
S98,Amputación traumática de tobillo y pie,hombre,1.11
S98,Amputación traumática de tobillo y pie,mujer,0.67
S99,Otros traumatismos y los no especificados de tobillo y pie,hombre,1.02
S99,Otros traumatismos y los no especificados de tobillo y pie,mujer,0.96
T07,Traumatismos múltiples no especificados,hombre,1.02
T07,Traumatismos múltiples no especificados,mujer,0.96
T14,Traumatismo de región corporal no especificada,hombre,1.02
T14,Traumatismo de región corporal no especificada,mujer,0.96
T15,Cuerpo extraño en parte externa del ojo,hombre,0.97
T15,Cuerpo extraño en parte externa del ojo,mujer,1.44
T16,Cuerpo extraño en oído,hombre,1.06
T17,Cuerpo extraño en vías respiratorias,hombre,1.04
T17,Cuerpo extraño en vías respiratorias,mujer,0.98
T18,Cuerpo extraño en tubo digestivo,hombre,1.22
T18,Cuerpo extraño en tubo digestivo,mujer,0.78
T19,Cuerpo extraño en tracto genitourinario,hombre,0.89
T19,Cuerpo extraño en tracto genitourinario,mujer,1.1
T20,"Quemadura y corrosión de cabeza, cara y cuello",hombre,1.05
T20,"Quemadura y corrosión de cabeza, cara y cuello",mujer,0.91
T21,Quemadura y corrosión de tronco,hombre,0.98
T21,Quemadura y corrosión de tronco,mujer,1.02
T22,"Quemadura y corrosión del hombro y extremidad superior, excepto muñeca y mano",hombre,1.11
T22,"Quemadura y corrosión del hombro y extremidad superior, excepto muñeca y mano",mujer,0.87
T23,Quemadura y corrosión de muñeca y mano,hombre,1.05
T23,Quemadura y corrosión de muñeca y mano,mujer,0.95
T24,"Quemadura y corrosión de extremidad inferior, excepto tobillo y pie",hombre,1.02
T24,"Quemadura y corrosión de extremidad inferior, excepto tobillo y pie",mujer,0.96
T25,Quemadura y corrosión de tobillo y pie,hombre,1.02
T25,Quemadura y corrosión de tobillo y pie,mujer,0.96
T27,Quemadura y corrosión de vías respiratorias,hombre,1.14
T27,Quemadura y corrosión de vías respiratorias,mujer,0.87
T28,Quemadura y corrosión de otros órganos internos,hombre,1.14
T28,Quemadura y corrosión de otros órganos internos,mujer,0.87
T30,"Quemadura y corrosión, región corporal no especificada",hombre,1.05
T30,"Quemadura y corrosión, región corporal no especificada",mujer,0.96
T31,Quemaduras clasificadas según extensión de superficie corporal afectada,hombre,1.1
T31,Quemaduras clasificadas según extensión de superficie corporal afectada,mujer,0.88
T33,Congelación superficial,hombre,0.85
T33,Congelación superficial,mujer,1.15
T36,"Envenenamiento, efecto adverso e infradosificación de antibióticos sistémicos",hombre,1.03
T36,"Envenenamiento, efecto adverso e infradosificación de antibióticos sistémicos",mujer,0.99
T37,"Envenenamiento, efecto adverso e infradosificación de otros antiinfecciosos y antiparasitarios sistémicos",hombre,1.03
T37,"Envenenamiento, efecto adverso e infradosificación de otros antiinfecciosos y antiparasitarios sistémicos",mujer,0.99
T38,"Envenenamiento, efecto adverso e infradosificación de hormonas y sus antagonistas y sustitutos sintéticos, no clasificados en otro lugar",hombre,1.03
T38,"Envenenamiento, efecto adverso e infradosificación de hormonas y sus antagonistas y sustitutos sintéticos, no clasificados en otro lugar",mujer,0.99
T39,"Envenenamiento, efecto adverso e infradosificación por analgésicos no opiáceos, antipiréticos y antirreumáticos",hombre,1.03
T39,"Envenenamiento, efecto adverso e infradosificación por analgésicos no opiáceos, antipiréticos y antirreumáticos",mujer,0.99
T40,"Envenenamiento, efecto adverso e infradosificación por narcóticos y psicodislépticos [alucinógenos]",hombre,1.03
T40,"Envenenamiento, efecto adverso e infradosificación por narcóticos y psicodislépticos [alucinógenos]",mujer,0.99
T41,"Envenenamiento, efecto adverso e infradosificación por anestésicos y gases medicinales",hombre,1.03
T41,"Envenenamiento, efecto adverso e infradosificación por anestésicos y gases medicinales",mujer,0.99
T42,"Envenenamiento, efecto adverso e infradosificación por antiepilépticos, hipnóticos-sedantes y fármacos antiparkinsonianos",hombre,1.03
T42,"Envenenamiento, efecto adverso e infradosificación por antiepilépticos, hipnóticos-sedantes y fármacos antiparkinsonianos",mujer,0.99
T43,"Envenenamiento, efecto adverso e infradosificación por fármacos psicotrópicos no clasificados bajo otro concepto",hombre,1.03
T43,"Envenenamiento, efecto adverso e infradosificación por fármacos psicotrópicos no clasificados bajo otro concepto",mujer,0.99
T44,"Envenenamiento, efecto adverso e infradosificación por fármacos que afectan principalmente al sistema nervioso autónomo",hombre,1.03
T44,"Envenenamiento, efecto adverso e infradosificación por fármacos que afectan principalmente al sistema nervioso autónomo",mujer,0.99
T45,"Envenenamiento, efecto adverso e infradosificación por agentes principalmente sistémicos y hematológicos, no clasificados bajo otro concepto",hombre,1.03
T45,"Envenenamiento, efecto adverso e infradosificación por agentes principalmente sistémicos y hematológicos, no clasificados bajo otro concepto",mujer,0.99
T46,"Envenenamiento, efecto adverso e infradosificación por agentes que afectan principalmente al aparato cardiovascular",hombre,1.03
T46,"Envenenamiento, efecto adverso e infradosificación por agentes que afectan principalmente al aparato cardiovascular",mujer,0.99
T47,"Envenenamiento, efecto adverso e infradosificación por agentes que afectan principalmente al aparato digestivo",hombre,1.03
T47,"Envenenamiento, efecto adverso e infradosificación por agentes que afectan principalmente al aparato digestivo",mujer,0.99
T48,"Envenenamiento, efecto adverso e infradosificación por agentes que actúan principalmente sobre los músculos liso y estriado y el aparato respiratorio",hombre,1.03
T48,"Envenenamiento, efecto adverso e infradosificación por agentes que actúan principalmente sobre los músculos liso y estriado y el aparato respiratorio",mujer,0.99
T49,"Envenenamiento, efecto adverso e infradosificación por agentes tópicos que afectan principalmente a piel y mucosas, y por fármacos oftalmológicas, de uso dental y otorrinolaringológico",hombre,1.03
T49,"Envenenamiento, efecto adverso e infradosificación por agentes tópicos que afectan principalmente a piel y mucosas, y por fármacos oftalmológicas, de uso dental y otorrinolaringológico",mujer,0.99
T50,"Envenenamiento, efecto adverso e infradosificación por diuréticos, otros fármacos, medicamentos y sustancias biológicas y los no especificados",hombre,1.03
T50,"Envenenamiento, efecto adverso e infradosificación por diuréticos, otros fármacos, medicamentos y sustancias biológicas y los no especificados",mujer,0.99
T51,Efecto tóxico de alcohol,hombre,1.08
T52,Efecto tóxico de disolventes orgánicos,hombre,1.03
T52,Efecto tóxico de disolventes orgánicos,mujer,0.96
T53,Efecto tóxico de derivados halogenados de hidrocarburos alifáticos y aromáticos,hombre,1.03
T53,Efecto tóxico de derivados halogenados de hidrocarburos alifáticos y aromáticos,mujer,0.96
T54,Efecto tóxico de sustancias corrosivas,hombre,1.09
T54,Efecto tóxico de sustancias corrosivas,mujer,0.92
T55,Efecto tóxico de jabones y detergentes,hombre,1.03
T55,Efecto tóxico de jabones y detergentes,mujer,0.96
T56,Efecto tóxico de metales,hombre,0.86
T58,Efecto tóxico de monóxido de carbono,hombre,0.79
T58,Efecto tóxico de monóxido de carbono,mujer,1.35
T59,"Efecto tóxico de otros gases, humos y vapores",hombre,1.23
T59,"Efecto tóxico de otros gases, humos y vapores",mujer,0.71
T60,Efecto tóxico de plaguicidas (pesticidas),hombre,1.03
T60,Efecto tóxico de plaguicidas (pesticidas),mujer,0.96
T62,Efecto tóxico de otras sustancias nocivas ingeridas como alimento,hombre,0.95
T62,Efecto tóxico de otras sustancias nocivas ingeridas como alimento,mujer,1.05
T66,"Síndrome de irradiación, no especificado",hombre,1.22
T66,"Síndrome de irradiación, no especificado",mujer,0.86
T67,Efectos del calor y la luz,hombre,0.75
T67,Efectos del calor y la luz,mujer,1.32
T70,Efectos de presión de aire y presión de agua,hombre,1.13
T70,Efectos de presión de aire y presión de agua,mujer,0.89
T75,Otros efectos y los no especificados de otras causas externas,hombre,1.02
T75,Otros efectos y los no especificados de otras causas externas,mujer,0.99
T78,"Efectos adversos, no clasificados bajo otro concepto",hombre,0.89
T78,"Efectos adversos, no clasificados bajo otro concepto",mujer,1.07
